product_code,source_prefix,current_brand,corrected_brand,product_name,confidence,basis,note
cultbeauty_6531cef445f886,cultbeauty,Medik8,Odacité,Odacité Hyperpigmentation Serum Concentrate (Papaya + Geranium),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_dcdd8a27043f08,cultbeauty,Medik8,Odacité,Odacité Retinol and Hyaluronic Acid Renewing Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f8c110ac5251ff,cultbeauty,Medik8,Odacité,Odacité Youthful Glow Serum Concentrate (Acai + Rose),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1dc20c9ec3154e,cultbeauty,NIOD,Odacité,Odacité Vitamin C and E and Hyaluronic Acid Brightening Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_aa517ff6698be0,cultbeauty,Votary,Odacité,Odacité All Embracing Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_420288af3e3d4e,cultbeauty,BYOMA,Ole Henriksen,OLE HENRIKSEN Strength Trainer Peptide Boost Moisturiser 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8bbee0ae4c2b2f,cultbeauty,Kiehl's Since 1851,Ole Henriksen,OLE HENRIKSEN Strength Trainer Peptide Boost Moisturiser 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d476fc78b81188,cultbeauty,Medik8,Ole Henriksen,OLE HENRIKSEN Banana Bright Vitamin C Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9d2fe5c67c589a,cultbeauty,Medik8,Ole Henriksen,OLE HENRIKSEN Double Rewind 0.3% Pro-Grade Retinol Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2092cd4dcead1e,cultbeauty,PATRICK TA,Ole Henriksen,OLE HENRIKSEN Truth Orange Ferment Barrier Booster Essence 120ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_3c0bfdfa5834a6,cultbeauty,PATRICK TA,Ole Henriksen,OLE HENRIKSEN Truth Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_72193a9863fdb3,cultbeauty,PATRICK TA,Ole Henriksen,Ole Henriksen Mini Peach Glaze Glow Niacinamide Serum 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_49296ca4575a63,cultbeauty,Pai,Ole Henriksen,OLE HENRIKSEN Strength HydraBarrier Nourishing Face Oil 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_477016d6761b11,cultbeauty,Paula's Choice,Ole Henriksen,Ole Henriksen Detox Drops 2% Salicylic Acid Toner 120ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1ee4e0e329ced1,cultbeauty,Saie,Ole Henriksen,Ole Henriksen Peach Glaze Glow Mist 80ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ee8010b0a99d8b,cultbeauty,Summer Fridays,Ole Henriksen,"Ole Henriksen Après-Skin Rich Rescue Barrier Moisturizer With Ceramides, 75ml",0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_31fd552b6c083f,cultbeauty,Caudalie,Omorovicza,Omorovicza Queen Essence 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_42995be212b781,cultbeauty,Chantecaille,Omorovicza,Omorovicza Blue Diamond Super Cream (50ml),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_168b506cb8c907,cultbeauty,NARS,Omorovicza,Omorovicza Instant Perfection Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_411b8e60bd54a6,cultbeauty,Pai,Omorovicza,Omorovicza Miracle Facial Oil 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_cf7ca56ca2c3c2,cultbeauty,PATRICK TA,PAT McGRATH LABS,Pat McGrath Labs Divine Skin The Essence Serum - Rose 001 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9923fb8d2e9e3d,cultbeauty,Pai,PIXI,PIXI Rose Oil Blend Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6dd826bef0eae4,cultbeauty,Paula's Choice,PIXI,Pixi Clarity Tonic 250ml Salicylic Acid Toner,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_01d09e5e9b7aa8,cultbeauty,The Ordinary,PIXI,PIXI Vitamin-C Tonic 100ml Toner,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_07bd15f5038870,cultbeauty,Caudalie,Pai,Pai Skincare Century Flower™ Barrier Defence Mist 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_449f7bfcd6e25f,cultbeauty,The Ordinary,Pai,Pai Skincare Stabilised Vitamin C 20% Brightening Booster 10ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_939ac160d6865c,cultbeauty,HUDA BEAUTY,Perricone MD,Perricone MD NP Rejuvenating Moisturizer UVA 25 1oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e88ee82e3683f1,cultbeauty,Hourglass,Perricone MD,Perricone MD Neuropeptide Eyelid Lift Serum 0.5oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9422fc13818d51,cultbeauty,Laura Mercier,Perricone MD,Perricone MD VCE Photo-Brightening Moisturizer 2oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_bdd93f096f6033,cultbeauty,Medik8,Perricone MD,Perricone MD HP Hyaluronic Intensive Hydrating Serum 2oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_dbcf1584f1784c,cultbeauty,NARS,Perricone MD,Perricone MD Intensive Pore Minimizing Toner,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_85b8cdee04859a,cultbeauty,PATRICK TA,Perricone MD,Perricone MD Hypo Clean Correction Barrier Repair Nourishing Moisturizer 2oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0401d42d2290da,cultbeauty,Sarah Chapman,Perricone MD,Perricone MD Neuropeptide Deep Crease Serum 1oz FG,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c4470d8c4e4c10,cultbeauty,HUDA BEAUTY,Peter Thomas Roth,Peter Thomas Roth Collagen Skinjection Plumping & Firming Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4fc304c03d2d0f,cultbeauty,HUDA BEAUTY,Peter Thomas Roth,Peter Thomas Roth Water Drench® Hyaluronic Jelly Moisturizer,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f33dd7bb69ba3e,cultbeauty,Medik8,Peter Thomas Roth,Peter Thomas Roth Peptide Skinjection Moisture Infusion Refillable Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_858041c333f211,cultbeauty,Paula's Choice,Peter Thomas Roth,Peter Thomas Roth Water Drench Hyaluronic Cloud Cream Hydrating Moisturizer 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2848b0300f7310,cultbeauty,The Ordinary,RevitaLash,RevitaLash Advanced Eyelash Serum 3.5ml (6 Month Supply),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_14d3cfb60c7835,cultbeauty,The Ordinary,RevitaLash,RevitaLash Advanced Sensitive Eyelash Serum 2ml (3 Month Supply),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_452b05593e489a,cultbeauty,The Ordinary,RevitaLash,RevitaLash Exclusive Advanced Eyelash Serum 1ml (1.5 Month Supply),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_63fb779adc5623,cultbeauty,BYOMA,SKIN1004,Skin1004 Madagascar Centella Toning Toner 210ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_82569537ff5c61,cultbeauty,Beauty of Joseon,SKIN1004,Skin1004 Madagascar Centella Probio-Cica Intensive Ampoule 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6f7b276e293eb4,cultbeauty,Beauty of Joseon,SKIN1004,Skin1004 Madagascar Centella Soothing Cream 75ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_541579163b8f70,cultbeauty,PATRICK TA,SKIN1004,Skin1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_76fd96ee729483,cultbeauty,The Ordinary,SKIN1004,Skin1004 Madagascar Centella Hyalu-Cica Moisture Cream 75ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_89c20414844d17,cultbeauty,Emma Hardie,SUNDAY RILEY,Sunday Riley U.F.O. Ultra-Clarifying Face Oil 35ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f8193a636408f0,cultbeauty,Murad,SUNDAY RILEY,Sunday Riley U.F.O. Ultra-Clarifying Face Oil 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_03b2513317c92e,cultbeauty,Pai,SUNDAY RILEY,Sunday Riley JUNO Antioxidant + Superfood Face Oil 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ddd89c057d7ca1,cultbeauty,Medik8,SUQQU,SUQQU Designing Massage Cream,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_53bd151cb5d4b7,cultbeauty,PATRICK TA,SUSANNE KAUFMANN,SUSANNE KAUFMANN Eye Rescue Serum 10ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_3e4f349d51bbfb,cultbeauty,Ultrasun,Sculpted by Aimee,Sculpted By Aimee Face Sun Mist SPF50,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f015c369e9fddb,cultbeauty,VIEVE,Sculpted by Aimee,Sculpted by Aimee Hydrate & Hold Setting Mist,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e92dccc1244dce,cultbeauty,Medik8,Shani Darden Skin Care,Shani Darden Skin Care Intensive Eye Renewal Cream with Firming Peptides,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4baa7a08cafa2f,cultbeauty,Spectrum Collections,Shani Darden Skin Care,Shani Darden Skin Care Weightless Oil-Free Moisturizer,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f4bba2332064cb,cultbeauty,Hourglass,Shiseido,Shiseido Essential Energy Hydrating Day Cream SPF20 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_168d003db927a0,cultbeauty,Kiehl's Since 1851,Shiseido,Shiseido Essential Energy Hydrating Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0a91404880b4e1,cultbeauty,Kiehl's Since 1851,Shiseido,Shiseido Exclusive Ultimune Power Infusing Eye Concentrate 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f585ef07466b05,cultbeauty,Kiehl's Since 1851,Shiseido,Shiseido Expert Sun Protector SPF30 Face Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_427730b7680f59,cultbeauty,Medik8,Shiseido,Shiseido Vital Perfection Supreme Cream 50ml Refill,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b870ed4d2fab36,cultbeauty,OSKIA,Shiseido,Shiseido Vital Perfection LiftDefine Radiance Serum 80ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ce88c4456d4c5d,cultbeauty,PATRICK TA,Shiseido,Shiseido BioPerformance Advanced Super Revitalizing Cream (50ml),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_db4ea14d02b0bd,cultbeauty,PATRICK TA,Shiseido,Shiseido Essential Energy Hydrating Cream Refill 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a69550d16e1e7b,cultbeauty,PATRICK TA,Shiseido,Shiseido Expert Sun Protector SPF30 Face Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f853c8476298b2,cultbeauty,Sweed,Shiseido,Shiseido Full Lash Serum (6ml),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9a312bfa7960b1,cultbeauty,Ultra Violette,Shiseido,Shiseido Expert Sun Protector SPF50+ Face Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4beb88c8b8c7de,cultbeauty,HUDA BEAUTY,Sisley Paris,Sisley Paris Buff and Wash Facial Gel 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_767e4cb3cf8d81,cultbeauty,HUDA BEAUTY,Sisley Paris,Sisley Paris Gentle Facial Buffing Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7fa9a20877c8fd,cultbeauty,Laura Mercier,Sisley Paris,Sisley Paris Les Phyto 10 Silky Cream,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a86cc820c15c46,cultbeauty,Medik8,Sisley Paris,Sisley Paris Phyto-Blanc Overnight Brightening Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_bd3dd7b25cbf81,cultbeauty,Medik8,Sisley Paris,Sisley Paris Supremya: The Supreme Anti-Aging Skin Care Lotion 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4747aeff79e0c1,cultbeauty,PATRICK TA,Sisley Paris,Sisley Paris Black Rose Concentrate serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9670496fe5e0ed,cultbeauty,PATRICK TA,Sisley Paris,Sisley Paris Black Rose Precious Face Oil - 25ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b04040837ead7a,cultbeauty,Paula's Choice,Sisley Paris,Sisley Paris Floral Spray Mist 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2afbefd562e327,cultbeauty,Avène,SkinCeuticals,SkinCeuticals Emollience Moisturizer 60ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ee06e9bed2ee31,cultbeauty,Beauty of Joseon,Sulwhasoo,Sulwhasoo Concentrated Ginseng Rejuvenating Cream 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_08070b141f9559,cultbeauty,Beauty of Joseon,Sulwhasoo,Sulwhasoo Concentrated Ginseng Rejuvenating Serum VI 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d6bf0361f8202a,cultbeauty,PATRICK TA,Sulwhasoo,Sulwhasoo Concentrated Ginseng Rejuvenating Ampoule 20ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_5d14703030e99c,cultbeauty,PATRICK TA,Sulwhasoo,Sulwhasoo Concentrated Ginseng Rejuvenating Cream Rich 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1e8a032c9fdb1a,cultbeauty,PATRICK TA,Sulwhasoo,Sulwhasoo Concentrated Ginseng Rejuvenating Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e127784ba3ce64,cultbeauty,Medik8,Summer Fridays,SUMMER FRIDAYS CC Me Serum,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f01cf9623da371,cultbeauty,COOLA,Sun Bum,Sun Bum Original SPF50 Roll-On Lotion 88ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_799f9554afb504,cultbeauty,Ultra Violette,Supergoop!,Supergoop! Play Everyday Lotion SPF50 71ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_10f81e0ad32c16,cultbeauty,PATRICK TA,Sweed,Sweed Lash Serum 5ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1595035301b1d0,cultbeauty,BYOMA,Thank You Farmer,Thank You Farmer Rice Pure Milky Hydrating Essential Toner 200ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f03a47c6e41a94,cultbeauty,Glow Recipe,Thank You Farmer,Thank You Farmer Rice Pure Watery Mist 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1178b76b18d6ae,cultbeauty,BYOMA,The INKEY List,The INKEY List Hydro-Surge Dewy Face Mist 75ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2b5f1516b9cf58,cultbeauty,Paula's Choice,The INKEY List,The INKEY List Super Solutions 10% Azelaic Acid Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_48a1b9bfe77994,cultbeauty,The Ordinary,The INKEY List,The INKEY List Beta Hydroxy Acid Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d637bf364c9b20,cultbeauty,The Ordinary,The INKEY List,The INKEY List Ectoin Hydro-Barrier Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8f15af4d3e68b6,cultbeauty,The Ordinary,The INKEY List,The INKEY List Glycolic Acid Toner 100ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_001ac80a8f5f97,cultbeauty,The Ordinary,The INKEY List,The INKEY List Niacinamide Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4adf0c00b9f42f,cultbeauty,The Ordinary,The INKEY List,"The INKEY List Vitamin B, C and E Moisturizer 50ml",0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c287fb66f5dda4,cultbeauty,The Ordinary,The INKEY List,The INKEY List- 15% Vitamin C and EGF Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7422edee7a6115,cultbeauty,HUDA BEAUTY,The Light Salon,The Light Salon Hydrating Peptide Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c3b5537a1514b0,cultbeauty,Biossance,The Outset,The Outset Restorative Niacinamide Night Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_82ddd2a5bc8190,cultbeauty,PATRICK TA,The Outset,The Outset Smoothing Vitamin C Eye + Expression Lines Cream 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7af68b8527e550,cultbeauty,SkinCeuticals,U Beauty,U Beauty The SUPER Intensive Face Oil 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_361e715f03d1cf,cultbeauty,HUDA BEAUTY,Ultrasun,Ultrasun Eye Protection SPF30 Cream 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7eeddf8551fdf3,cultbeauty,Saie,Urban Decay,Urban Decay Stay Naked Hydromaniac Tinted Glow Hydrator 35ml (Various Shades),0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8f6728fed90e65,cultbeauty,Anua,VT Cosmetics,VT Cosmetics Pdrn Essence 100,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d100169be8d892,cultbeauty,HUDA BEAUTY,Votary,Votary Meta Active Complex 3-9-12 Night Star Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7e940b76269868,cultbeauty,HUDA BEAUTY,Votary,Votary Super Seed Nutrient Cream,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_33cf0e0a86c3ae,cultbeauty,Medik8,Votary,VOTARY Vitamin C Glow Serum - 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_3514856a20ed96,cultbeauty,PATRICK TA,Votary,Votary Super Barrier Balm - Cica and Prebiotic - 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e2b1f4aa037c7f,cultbeauty,The Ordinary,Votary,"Votary Daily Apple Toner, Malic Acid and Prebiotic 100ml",0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_92826ad528ef8c,cultbeauty,Medik8,Youth To The People,Youth To The People Retinal and Niacinamide Youth Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_220b998a815350,cultbeauty,Medik8,Youth To The People,Youth To The People Superfood Skin Drip Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4ed823c9d0d81c,cultbeauty,Paula's Choice,Youth To The People,Youth To The People Peptide and C Energy Eye Concentrate 15ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_53c1e0eea107f8,cultbeauty,The Ordinary,Youth To The People,Youth To The People Triple Peptide and Cactus Oasis Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_131da9afd617ad,cultbeauty,Caudalie,Zelens,Zelens Emulsion D Fortifying Moisturiser 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8cb6d5207e51ab,cultbeauty,HUDA BEAUTY,Zelens,Zelens Tea Shot Urban Defence Serum 10ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_216d9e6a64c71d,cultbeauty,La Roche-Posay,Zelens,Zelens Power C Collagen-Boosting and Brightening Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a39975e4e36673,cultbeauty,La Roche-Posay,Zelens,Zelens Z-22 Ultimate Face Oil Full Size,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b727ca42638d4d,cultbeauty,Marvis,Zelens,Zelens Collagen Solution Firming Serum for Face and Neck 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ceea392c12324a,cultbeauty,Medik8,Zelens,Zelens Hyaluron Intense Hydro-Plumping Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d5c32a4d4fa583,cultbeauty,Medik8,Zelens,Zelens Microbiota P3 Balancing Mist 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f04e230c588e11,cultbeauty,NIOD,Zelens,Zelens Provitamin D3 Fortifying Mist 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b452d84b2c10e8,cultbeauty,PATRICK TA,Zelens,Zelens Tea Shot Urban Defence Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6b8b3fe19a4e84,cultbeauty,Paula's Choice,Zelens,Zelens Lumino Brightening Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_fea154a12b427e,cultbeauty,Sunday Riley,Zelens,Zelens Acqua Shiso Hydrating Gel Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ea27f14292593f,cultbeauty,The Ordinary,Zelens,Zelens Power B Revitalising and Clearing Serum 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c608ed35e3f280,cultbeauty,HUDA BEAUTY,bareMinerals,bareMinerals Skinlongevity Hydration Haven Gel Cream 50g,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_bbe62603a919b8,cultbeauty,NARS,bareMinerals,bareMinerals Complexion Rescue Matte Tinted Moisturiser 35ml (Various Shades) Opal 01,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d57b791059908d,cultbeauty,NARS,bareMinerals,bareMinerals Complexion Rescue Tinted Moisturizer SPF30 35ml (Various Shades) Cashew 3.5,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_61832d89337147,cultbeauty,PATRICK TA,bareMinerals,bareMinerals SKINLONGEVITY Butter Drench Cream Mineral Herb Complex 50g,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4feed420f23bdf,cultbeauty,The Ordinary,bareMinerals,bareMinerals SKINLONGEVITY Barrier Boosting Serum 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_afd764b20e2cdd,cultbeauty,NARS,benefit,benefit Eyes Whoop Lash Enhancing Serum 2ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d1be1095cb207a,cultbeauty,Medik8,de Mamiel,de Mamiel The Skin Recovery Concentrate 30ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b7eef85c9ccced,cultbeauty,LANEIGE,good light,good light Moon Glow Milky Toning Lotion,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_239de589ea5060,cultbeauty,PATRICK TA,good light,good light Order Of The Eclipse Hyaluronic Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0ae6bbed561576,cultbeauty,PATRICK TA,good light,good light We Come In Peace Microbiome Serum,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_59bdd71c07aaf5,cultbeauty,HUDA BEAUTY,innisfree,INNISFREE Green Tea Hyaluronic Acid Cream 50ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_af6fcad997a138,cultbeauty,HUDA BEAUTY,innisfree,INNISFREE Green Tea Hyaluronic Acid Serum 80ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c072c9cc1b5074,cultbeauty,MAKE UP FOR EVER,innisfree,INNISFREE Green Tea Hyaluronic Toner 140ml,0.82,product_name_prefix_match,foreign-source product_name clearly starts with a catalog brand token
