ingredient_id,name_en,effect_id,effect_name,signal_strength,signal_functions,selection_policy,search_query,raw_pubmed_pmids,human_topical_pmids,human_topical_titles_json,best_evidence_tier,best_evidence_kind,best_relation_scope,best_applicability,best_pmid,best_title,best_signal_score,tier_counts_json,candidate_papers_json,screening_status,selected_for_paper_review,review_status,score_change,screened_on,screening_version
glycol_distearate,Glycol Distearate,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Glycol Distearate""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
glycol_stearate,Glycol Stearate,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Glycol Stearate""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
green_tea,Green Tea,effect_acne_sebum,여드름·피지,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
green_tea,Green Tea,effect_calming,진정,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
green_tea,Green Tea,effect_wrinkle,주름·탄력,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hamamelis_virginiana_witch_hazel_flower_water,Hamamelis Virginiana (Witch Hazel) Flower Water,effect_calming,진정,high,SOOTHING,direct_cosing_signal,"(""Hamamelis Virginiana (Witch Hazel) Flower Water""[Title/Abstract] OR ""Hamamelis Virginiana Flower Water""[Title/Abstract] OR ""hamamelis virginiana witch hazel flower water""[Title/Abstract]) AND (""erythema""[Title/Abstract] OR ""skin irritation""[Title/Abstract] OR ""cutaneous inflammation""[Title/Abstract] OR ""pruritus""[Title/Abstract] OR ""dermatitis""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hamamelis_virginiana_witch_hazel_water,Hamamelis Virginiana (Witch Hazel) Water,effect_calming,진정,high,SOOTHING,direct_cosing_signal,"(""Hamamelis Virginiana (Witch Hazel) Water""[Title/Abstract] OR ""hamamelis virginiana witch hazel water""[Title/Abstract]) AND (""erythema""[Title/Abstract] OR ""skin irritation""[Title/Abstract] OR ""cutaneous inflammation""[Title/Abstract] OR ""pruritus""[Title/Abstract] OR ""dermatitis""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hedera_helix_ivy_extract,Hedera Helix (Ivy) Extract,effect_calming,진정,high,SOOTHING,direct_cosing_signal,"(""Hedera Helix (Ivy) Extract""[Title/Abstract] OR ""hedera helix ivy extract""[Title/Abstract]) AND (""erythema""[Title/Abstract] OR ""skin irritation""[Title/Abstract] OR ""cutaneous inflammation""[Title/Abstract] OR ""pruritus""[Title/Abstract] OR ""dermatitis""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hedera_helix_ivy_leaf_stem_extract,Hedera Helix (Ivy) Leaf/Stem Extract,effect_calming,진정,high,SOOTHING,direct_cosing_signal,"(""Hedera Helix (Ivy) Leaf/Stem Extract""[Title/Abstract] OR ""hedera helix ivy leaf stem extract""[Title/Abstract]) AND (""erythema""[Title/Abstract] OR ""skin irritation""[Title/Abstract] OR ""cutaneous inflammation""[Title/Abstract] OR ""pruritus""[Title/Abstract] OR ""dermatitis""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
helianthus_annuus_sunflower_extract,Helianthus Annuus (Sunflower) Extract,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Helianthus Annuus (Sunflower) Extract""[Title/Abstract] OR ""helianthus annuus sunflower extract""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
helianthus_annuus_sunflower_seed_oil,Helianthus Annuus (Sunflower) Seed Oil,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT+SKIN CONDITIONING - OCCLUSIVE,human_topical_pubmed_required,"(""Helianthus Annuus (Sunflower) Seed Oil""[Title/Abstract] OR ""helianthus annuus sunflower seed oil""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
helichrysum_arenarium_extract,Helichrysum Arenarium Extract,effect_calming,진정,high,SOOTHING,direct_cosing_signal,"(""Helichrysum Arenarium Extract""[Title/Abstract] OR ""Helichrysum Italicum Extract""[Title/Abstract]) AND (""erythema""[Title/Abstract] OR ""skin irritation""[Title/Abstract] OR ""cutaneous inflammation""[Title/Abstract] OR ""pruritus""[Title/Abstract] OR ""dermatitis""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
heptyl_undecylenate,Heptyl Undecylenate,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Heptyl Undecylenate""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hexapeptide_2,Hexapeptide-2,effect_brightening,미백·톤,high,BLEACHING,direct_cosing_signal,"(""Hexapeptide-2""[Title/Abstract] OR ""hexapeptide 2""[Title/Abstract]) AND (""hyperpigmentation""[Title/Abstract] OR ""melasma""[Title/Abstract] OR ""skin pigmentation""[Title/Abstract] OR ""skin lightening""[Title/Abstract] OR ""melanin index""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hexyl_laurate,Hexyl Laurate,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Hexyl Laurate""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hexyldecanol,Hexyldecanol,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Hexyldecanol""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hibiscus_rosa_sinensis_flower_extract,Hibiscus Rosa-Sinensis Flower Extract,effect_moisture_barrier,보습·장벽,high,HUMECTANT,human_topical_pubmed_required,"(""Hibiscus Rosa-Sinensis Flower Extract""[Title/Abstract] OR ""hibiscus rosa sinensis flower extract""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hippophae_rhamnoides_fruit_oil,Hippophae Rhamnoides Fruit Oil,effect_moisture_barrier,보습·장벽,medium,SKIN PROTECTING,human_topical_pubmed_required,"(""Hippophae Rhamnoides Fruit Oil""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hippophae_rhamnoides_oil,Hippophae Rhamnoides Oil,effect_moisture_barrier,보습·장벽,medium,SKIN CONDITIONING - EMOLLIENT,human_topical_pubmed_required,"(""Hippophae Rhamnoides Oil""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hippophae_rhamnoides_seed_oil,Hippophae Rhamnoides Seed Oil,effect_moisture_barrier,보습·장벽,medium,SKIN PROTECTING,human_topical_pubmed_required,"(""Hippophae Rhamnoides Seed Oil""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
histidine,Histidine,effect_moisture_barrier,보습·장벽,high,HUMECTANT,human_topical_pubmed_required,"(""Histidine""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",42274453|39917922|39777799|39944558|38254239|38248869|37378303|37373157|37003921|34539397|33282748|33000160|32098294|31223255|29042806|25581069|26097705|21504444|21178486|16364034|14728698|1788157,21504444,"[{""pmid"":""21504444"",""title"":""Neonatal skin maturation--vernix caseosa and free amino acids.""}]",4,human_topical_observational_or_use_test,abstract_exact,human_topical,21504444,Neonatal skin maturation--vernix caseosa and free amino acids.,60,"{""4"":1,""5"":1,""6"":5,""2"":1,""8"":13,""7"":1}","[{""pmid"":""21504444"",""tier"":4,""kind"":""human_topical_observational_or_use_test"",""relation_scope"":""abstract_exact"",""applicability"":""human_topical"",""signal_score"":60,""title"":""Neonatal skin maturation--vernix caseosa and free amino acids.""},{""pmid"":""37378303"",""tier"":5,""kind"":""ex_vivo_or_artificial_skin"",""relation_scope"":""abstract_exact"",""applicability"":""mechanistic"",""signal_score"":40,""title"":""Association Between Skin Acid Mantle, Natural Moisturizing Factors, and Antibacterial Activity Against S. aureus in the Stratum Corneum.""},{""pmid"":""37373157"",""tier"":6,""kind"":""animal"",""relation_scope"":""abstract_exact"",""applicability"":""mechanistic"",""signal_score"":25,""title"":""Lipidome Investigation of Carnosine Effect on Nude Mice Skin to Prevent UV-A Damage.""},{""pmid"":""39917922"",""tier"":6,""kind"":""animal"",""relation_scope"":""abstract_exact"",""applicability"":""mechanistic"",""signal_score"":25,""title"":""Study on the Mechanism of Anti-Atopic Dermatitis by Herba Siegesbeckiae Based on Metabolomics.""},{""pmid"":""29042806"",""tier"":2,""kind"":""human_topical_rct"",""relation_scope"":""title_exact"",""applicability"":""route_mismatch"",""signal_score"":19,""title"":""Feeding filaggrin: effects of l-histidine supplementation in atopic dermatitis.""},{""pmid"":""1788157"",""tier"":6,""kind"":""animal"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":16,""title"":""Iontophoretic delivery of a series of tripeptides across the skin in vitro.""},{""pmid"":""34539397"",""tier"":6,""kind"":""animal"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":16,""title"":""Integrated Proteomics and Metabolomics Link Acne to the Action Mechanisms of Cryptotanshinone Intervention.""},{""pmid"":""39944558"",""tier"":6,""kind"":""animal"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":16,""title"":""Genetic background and microbiome drive susceptibility to epicutaneous sensitization and food allergy in adjuvant-free mouse model.""},{""pmid"":""14728698"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Moisturization and skin barrier function.""},{""pmid"":""25581069"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Immediate and extended effects of abrasion on stratum corneum natural moisturizing factor.""},{""pmid"":""26097705"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""The effect of long-term feeding of skin barrier-fortified diets on the owner-assessed incidence of atopic dermatitis symptoms in Labrador retrievers.""},{""pmid"":""32098294"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Collagen Hydrolysates for Skin Protection: Oral Administration and Topical Formulation.""},{""pmid"":""37003921"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Increased production of natural moisturizing factors and bleomycin hydrolase activity in elderly human skin.""},{""pmid"":""38254239"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Natural moisturising factor constituents in South African nursing students.""},{""pmid"":""39777799"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Aging Skin: A Dermatitis To Which All Flesh Is Heir?""},{""pmid"":""42274453"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Microdialysis-based metabolomic and proteomic profiling reveals signature variations for disease severity in psoriasis.""},{""pmid"":""21178486"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":6,""title"":""Antimicrobial peptides: the ancient arm of the human immune system.""},{""pmid"":""31223255"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":6,""title"":""Filaggrin and atopic march.""},{""pmid"":""33282748"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":6,""title"":""Dysbiotic Lesional Microbiome With Filaggrin Missense Variants Associate With Atopic Dermatitis in India.""},{""pmid"":""38248869"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":6,""title"":""Development-Associated Genes of the Epidermal Differentiation Complex (EDC).""},{""pmid"":""16364034"",""tier"":7,""kind"":""in_vitro"",""relation_scope"":""abstract_exact"",""applicability"":""route_mismatch"",""signal_score"":4,""title"":""Dietary constituents are able to play a beneficial role in canine epidermal barrier function.""},{""pmid"":""33000160"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""title_exact"",""applicability"":""route_mismatch"",""signal_score"":3,""title"":""l-Histidine Supplementation in Adults and Young Children with Atopic Dermatitis (Eczema).""}]",evidence_tier_4,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
honey,Honey,effect_moisture_barrier,보습·장벽,high,HUMECTANT,human_topical_pubmed_required,"(""Honey""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",41839109|40838295|39770550|39324175|36136950|32982358|32481539|29431785|28686974|20429870|19203656|18452435,18452435|36136950|32481539,"[{""pmid"":""18452435"",""title"":""Preparation and characterization of herbal creams for improvement of skin viscoelastic properties.""},{""pmid"":""36136950"",""title"":""[Effect of the elimination diet in psoriasis: a clinical case].""},{""pmid"":""32481539"",""title"":""Hydration and Barrier Potential of Cosmetic Matrices with Bee Products.""}]",4,human_topical_observational_or_use_test,abstract_exact,human_topical,18452435,Preparation and characterization of herbal creams for improvement of skin viscoelastic properties.,60,"{""4"":3,""7"":1,""2"":1,""8"":7}","[{""pmid"":""18452435"",""tier"":4,""kind"":""human_topical_observational_or_use_test"",""relation_scope"":""abstract_exact"",""applicability"":""human_topical"",""signal_score"":60,""title"":""Preparation and characterization of herbal creams for improvement of skin viscoelastic properties.""},{""pmid"":""36136950"",""tier"":4,""kind"":""human_topical_observational_or_use_test"",""relation_scope"":""abstract_exact"",""applicability"":""human_topical"",""signal_score"":60,""title"":""[Effect of the elimination diet in psoriasis: a clinical case].""},{""pmid"":""32481539"",""tier"":4,""kind"":""human_topical_observational_or_use_test"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":39,""title"":""Hydration and Barrier Potential of Cosmetic Matrices with Bee Products.""},{""pmid"":""32982358"",""tier"":7,""kind"":""in_vitro"",""relation_scope"":""title_exact"",""applicability"":""mechanistic"",""signal_score"":25,""title"":""Honey and Chamomile Activate Keratinocyte Antioxidative Responses via the KEAP1/NRF2 System.""},{""pmid"":""29431785"",""tier"":2,""kind"":""human_topical_rct"",""relation_scope"":""abstract_exact"",""applicability"":""route_mismatch"",""signal_score"":18,""title"":""Dietary intake of glucono-δ-lactone attenuates skin inflammation and contributes to maintaining skin condition.""},{""pmid"":""39324175"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""title_exact"",""applicability"":""reference_only"",""signal_score"":15,""title"":""Honey Phytochemicals: Bioactive Agents With Therapeutic Potential for Dermatological Disorders.""},{""pmid"":""40838295"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""title_exact"",""applicability"":""reference_only"",""signal_score"":15,""title"":""Comprehensive Evaluation of the Safety and Efficacy of MOSY PHYCOLLREPAIR: A Novel Fermented Black Bee Honey-Derived Cosmetic Ingredient.""},{""pmid"":""39770550"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""title_exact"",""applicability"":""combination_or_formulation"",""signal_score"":10,""title"":""Innovative Honey-Based Product and Its Beneficial Effects Measured by Modern Biophysical and Imaging Skin Techniques.""},{""pmid"":""19203656"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects in 2008.""},{""pmid"":""20429870"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Topical antimicrobials for burn wound infections.""},{""pmid"":""28686974"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Phytotherapeutic potential of natural herbal medicines for the treatment of mild-to-severe atopic dermatitis: A review of human clinical studies.""},{""pmid"":""41839109"",""tier"":8,""kind"":""review_or_reference"",""relation_scope"":""abstract_exact"",""applicability"":""reference_only"",""signal_score"":10,""title"":""Impetigo: Rapid Evidence Review.""}]",evidence_tier_4,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
honey_extract,Honey Extract,effect_moisture_barrier,보습·장벽,high,HUMECTANT,human_topical_pubmed_required,"(""Honey Extract""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",32481539,32481539,"[{""pmid"":""32481539"",""title"":""Hydration and Barrier Potential of Cosmetic Matrices with Bee Products.""}]",4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,32481539,Hydration and Barrier Potential of Cosmetic Matrices with Bee Products.,39,"{""4"":1}","[{""pmid"":""32481539"",""tier"":4,""kind"":""human_topical_observational_or_use_test"",""relation_scope"":""abstract_exact"",""applicability"":""combination_or_formulation"",""signal_score"":39,""title"":""Hydration and Barrier Potential of Cosmetic Matrices with Bee Products.""}]",evidence_tier_4,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
honokiol,Honokiol,effect_brightening,미백·톤,high,BLEACHING,direct_cosing_signal,"(""Honokiol""[Title/Abstract]) AND (""hyperpigmentation""[Title/Abstract] OR ""melasma""[Title/Abstract] OR ""skin pigmentation""[Title/Abstract] OR ""skin lightening""[Title/Abstract] OR ""melanin index""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hordeum_vulgare_sprout_extract,Hordeum Vulgare Sprout Extract,effect_moisture_barrier,보습·장벽,high,HUMECTANT,human_topical_pubmed_required,"(""Hordeum Vulgare Sprout Extract""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
humulus_lupulus_hops_extract,Humulus Lupulus (Hops) Extract,effect_moisture_barrier,보습·장벽,medium,SKIN PROTECTING,human_topical_pubmed_required,"(""Humulus Lupulus (Hops) Extract""[Title/Abstract] OR ""humulus lupulus hops extract""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hyaluronic_acid,Hyaluronic Acid,effect_calming,진정,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hyaluronic_acid,Hyaluronic Acid,effect_moisture_barrier,보습·장벽,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hyaluronic_acid,Hyaluronic Acid,effect_wrinkle,주름·탄력,current,,existing_runtime,,,,[],,,,,,,0,{},[],existing_runtime,Y,existing_runtime,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
hyaluronic_acid_polyisopropylacrylamide_copolymer,Hyaluronic Acid/Polyisopropylacrylamide Copolymer,effect_moisture_barrier,보습·장벽,high,HUMECTANT+SKIN CONDITIONING - HUMECTANT,human_topical_pubmed_required,"(""Hyaluronic Acid/Polyisopropylacrylamide Copolymer""[Title/Abstract] OR ""hyaluronic acid polyisopropylacrylamide copolymer""[Title/Abstract]) AND (""skin hydration""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""TEWL""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermatologic""[Title/Abstract])",,,[],,,,,,,0,{},[],cosing_only,Y,candidate_unverified,none,2026-07-12,mwbl-effect-review-screen-v2-tiered
