ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
dipotassium_glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,2637,2637,effect_calming,,exact_name,DIPOTASSIUM GLYCYRRHIZATE,HUMECTANT|SKIN CONDITIONING,,0,effect_calming|effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT|effect_calming:current_runtime,Y,N,N,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,2631,,,exact_name,COCAMIDOPROPYL BETAINE,ANTISTATIC|CLEANSING|HAIR CONDITIONING|SKIN CONDITIONING - MISCELLANEOUS|SURFACTANT - CLEANSING|SURFACTANT - FOAM BOOSTING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ascorbic_acid,비타민C,Ascorbic Acid,2627,2627,effect_brightening|effect_wrinkle,irritation,exact_name,ASCORBIC ACID,ANTIOXIDANT|BUFFERING|FRAGRANCE|SKIN CONDITIONING,,0,effect_brightening|effect_wrinkle,effect_brightening:current_runtime|effect_wrinkle:current_runtime,Y,Y,Y,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sorbitan_olivate,솔비탄올리베이트,Sorbitan Olivate,2625,2612,,,exact_name,SORBITAN OLIVATE,SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2611,2607,,,exact_name,STEARYL ALCOHOL,EMULSION STABILISING|FRAGRANCE|OPACIFYING|REFATTING|SKIN CONDITIONING - EMOLLIENT|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING|SURFACTANT - FOAM BOOSTING|VISCOSITY CONTROLLING,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,2545,2544,,,exact_name,HYDROGENATED POLYISOBUTENE,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|VISCOSITY CONTROLLING,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
isopropyl_alcohol,아이소프로필알코올,Isopropyl Alcohol,2536,2536,,,exact_name,ISOPROPYL ALCOHOL,ANTIFOAMING|PERFUMING|SOLVENT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
synthetic_wax,합성왁스,Synthetic Wax,2520,2516,,,exact_name,SYNTHETIC WAX,ABRASIVE|BINDING|EMULSION STABILISING|FRAGRANCE|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
persea_gratissima_avocado_oil,아보카도오일,Persea Gratissima (Avocado) Oil,2502,2502,,,official_name_variant,PERSEA GRATISSIMA OIL,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
leuconostoc_radish_root_ferment_filtrate,류코노스톡/무발효여과물,Leuconostoc/Radish Root Ferment Filtrate,2501,2501,,,exact_name,LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE,ANTI-SEBORRHEIC|ANTIMICROBIAL,,0,effect_acne_sebum,effect_acne_sebum:high:ANTI-SEBORRHEIC,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tetrasodium_glutamate_diacetate,테트라소듐글루타메이트다이아세테이트,Tetrasodium Glutamate Diacetate,2499,2499,,,exact_name,TETRASODIUM GLUTAMATE DIACETATE,CHELATING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glycine,글라이신,Glycine,2491,2491,,,exact_name,GLYCINE,ANTISTATIC|BUFFERING|HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
serine,세린,Serine,2486,2484,,,exact_name,SERINE,ANTISTATIC|FRAGRANCE|HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,2434,2434,,,exact_name,ALOE BARBADENSIS LEAF JUICE,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
behenyl_alcohol,베헤닐알코올,Behenyl Alcohol,2338,2336,,,exact_name,BEHENYL ALCOHOL,BINDING|EMULSION STABILISING|SKIN CONDITIONING - EMOLLIENT|VISCOSITY CONTROLLING,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,2328,2328,,,exact_name,CENTELLA ASIATICA EXTRACT,CLEANSING|SKIN CONDITIONING|SMOOTHING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ammonium_acryloyldimethyltaurate_vp_copolymer,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,Ammonium Acryloyldimethyltaurate/VP Copolymer,2315,2314,,,exact_name,AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,2311,,,exact_name,DECYL GLUCOSIDE,CLEANSING|EMULSION STABILISING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
argania_spinosa_kernel_oil,아르간커넬오일,Argania Spinosa Kernel Oil,2310,2310,,,exact_name,ARGANIA SPINOSA KERNEL OIL,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,N,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
kaolin,카올린,Kaolin,2309,2306,,,exact_name,KAOLIN,ABRASIVE|ABSORBENT|ANTICAKING|BULKING|COLORANT|OPACIFYING,IV/119,0,,,N,Y,Y,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_lactate,소듐락테이트,Sodium Lactate,2301,2301,,,exact_name,SODIUM LACTATE,BUFFERING|HUMECTANT|KERATOLYTIC,,0,effect_exfoliation|effect_moisture_barrier,effect_exfoliation:high:KERATOLYTIC|effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
methylpropanediol,메틸프로판다이올,Methylpropanediol,2217,2216,,,exact_name,METHYLPROPANEDIOL,SOLVENT,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ascorbyl_palmitate,아스코빌팔미테이트,Ascorbyl Palmitate,2206,2206,,,exact_name,ASCORBYL PALMITATE,ANTIOXIDANT|FRAGRANCE,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,Hydrolyzed Hyaluronic Acid,2185,2185,,,exact_name,HYDROLYZED HYALURONIC ACID,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dehydroacetic_acid,데하이드로아세틱애씨드,Dehydroacetic Acid,2181,2181,,,exact_name,DEHYDROACETIC ACID,PRESERVATIVE,V/13,0,,,N,Y,Y,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sorbic_acid,소르빅애씨드,Sorbic Acid,2181,2181,,,exact_name,SORBIC ACID,FRAGRANCE|PRESERVATIVE,V/4,0,,,N,Y,Y,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sorbitol,솔비톨,Sorbitol,2182,2180,,,exact_name,SORBITOL,FRAGRANCE|HUMECTANT|PERFUMING|SKIN CONDITIONING,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglyceryl_10_laurate,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,2198,2178,,,exact_name,POLYGLYCERYL-10 LAURATE,SKIN CONDITIONING - MISCELLANEOUS|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
lactobacillus_ferment,락토바실러스발효물,Lactobacillus Ferment,2124,2124,,,exact_name,LACTOBACILLUS FERMENT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bisabolol,비사보롤,Bisabolol,2118,2118,effect_brightening,botanical_allergy,exact_name,BISABOLOL,FRAGRANCE|SKIN CONDITIONING|SOOTHING,,0,effect_brightening|effect_calming,effect_calming:high:SOOTHING|effect_brightening:current_runtime,Y,Y,Y,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
caprylyl_methicone,카프릴릴메티콘,Caprylyl Methicone,2116,2109,,,exact_name,CAPRYLYL METHICONE,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_stearoyl_glutamate,소듐스테아로일글루타메이트,Sodium Stearoyl Glutamate,2094,2093,,,exact_name,SODIUM STEAROYL GLUTAMATE,CLEANSING|HAIR CONDITIONING|SKIN CONDITIONING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
lauroyl_lysine,라우로일라이신,Lauroyl Lysine,2092,2092,,,exact_name,LAUROYL LYSINE,HAIR CONDITIONING|SKIN CONDITIONING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glucose,글루코오스,Glucose,2093,2086,,,exact_name,GLUCOSE,HUMECTANT,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,2065,2065,,,exact_name,C12-15 ALKYL BENZOATE,ANTIMICROBIAL|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,N,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
triethyl_citrate,트라이에틸시트레이트,Triethyl Citrate,2065,2065,,,exact_name,TRIETHYL CITRATE,DEODORANT|FRAGRANCE|PERFUMING|PLASTICISER|SOLVENT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
isopropyl_myristate,아이소프로필미리스테이트,Isopropyl Myristate,2062,2061,,,exact_name,ISOPROPYL MYRISTATE,BINDING|FRAGRANCE|PERFUMING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
stearic_acid,스테아릭애씨드,Stearic Acid,2046,2046,,,exact_name,STEARIC ACID,CLEANSING|EMULSION STABILISING|FRAGRANCE|REFATTING|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cetearyl_olivate,세테아릴올리베이트,Cetearyl Olivate,2045,2040,,,exact_name,CETEARYL OLIVATE,EMULSION STABILISING|HAIR CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SLIP MODIFIER|SURFACTANT - EMULSIFYING,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
biotin,바이오틴,Biotin,1999,1999,,,exact_name,BIOTIN,HAIR CONDITIONING|SKIN CONDITIONING - MISCELLANEOUS,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
acrylates_copolymer,아크릴레이트코폴리머,Acrylates Copolymer,1983,1981,,,exact_name,ACRYLATES COPOLYMER,ANTISTATIC|BINDING|FILM FORMING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
proline,프롤린,Proline,1961,1959,,,exact_name,PROLINE,HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyquaternium_10,폴리쿼터늄-10,Polyquaternium-10,1948,1948,,,exact_name,POLYQUATERNIUM-10,ANTISTATIC|FILM FORMING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
potassium_hydroxide,포타슘하이드록사이드,Potassium Hydroxide,1933,1932,,,exact_name,POTASSIUM HYDROXIDE,BUFFERING,"III/15a, 15d",1,,,N,Y,Y,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
isononyl_isononanoate,아이소노닐아이소노나노에이트,Isononyl Isononanoate,1930,1929,,,exact_name,ISONONYL ISONONANOATE,ANTISTATIC|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
xylitol,자일리톨,Xylitol,1921,1921,,,exact_name,XYLITOL,ANTI-SEBORRHEIC|DEODORANT|FLAVOURING|HUMECTANT|SKIN CONDITIONING - HUMECTANT,,0,effect_acne_sebum|effect_moisture_barrier,effect_acne_sebum:high:ANTI-SEBORRHEIC|effect_moisture_barrier:high:HUMECTANT+SKIN CONDITIONING - HUMECTANT,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
beta_glucan,베타-글루칸,Beta-Glucan,1920,1920,effect_moisture_barrier,,exact_name,BETA-GLUCAN,BULKING|SKIN CONDITIONING - MISCELLANEOUS,,0,effect_moisture_barrier,effect_moisture_barrier:current_runtime,Y,Y,N,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dimethiconol,다이메티콘올,Dimethiconol,1908,1907,,,exact_name,DIMETHICONOL,ANTIFOAMING|MOISTURISING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:high:MOISTURISING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,1885,1875,,,exact_name,SODIUM POLYACRYLATE,ABSORBENT|BINDING|EMULSION STABILISING|FILM FORMING|HAIR FIXING|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|VISCOSITY CONTROLLING,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dextrin,덱스트린,Dextrin,1874,1868,,,exact_name,DEXTRIN,ABSORBENT|BINDING|BULKING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phytosphingosine,피토스핑고신,Phytosphingosine,1863,1863,effect_acne_sebum|effect_moisture_barrier,,exact_name,PHYTOSPHINGOSINE,HAIR CONDITIONING|SKIN CONDITIONING,,0,effect_acne_sebum|effect_moisture_barrier,effect_acne_sebum:current_runtime|effect_moisture_barrier:current_runtime,Y,Y,N,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
madecassoside,마데카소사이드,Madecassoside,1855,1855,effect_calming|effect_moisture_barrier|effect_wrinkle,,exact_name,MADECASSOSIDE,ANTIOXIDANT|SKIN CONDITIONING,,0,effect_calming|effect_moisture_barrier|effect_wrinkle,effect_calming:current_runtime|effect_moisture_barrier:current_runtime|effect_wrinkle:current_runtime,Y,N,N,N,N,current_runtime,existing_runtime,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dimethicone_crosspolymer,다이메티콘크로스폴리머,Dimethicone Crosspolymer,1847,1847,,,exact_name,DIMETHICONE CROSSPOLYMER,EMULSION STABILISING|HAIR FIXING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coco_glucoside,코코-글루코사이드,Coco-Glucoside,1843,1841,,,exact_name,COCO-GLUCOSIDE,CLEANSING|FOAMING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tetrasodium_edta,테트라소듐이디티에이,Tetrasodium EDTA,1836,1836,,,exact_name,TETRASODIUM EDTA,CHELATING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
threonine,트레오닌,Threonine,1832,1832,,,exact_name,THREONINE,ANTISTATIC|HAIR CONDITIONING|HAIR WAVING OR STRAIGHTENING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_40_hydrogenated_castor_oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,1831,1831,,,exact_name,PEG-40 HYDROGENATED CASTOR OIL,SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
eugenol,유제놀,Eugenol,1823,1823,,,exact_name,EUGENOL,DENATURANT|PERFUMING|TONIC,III/71,0,,,N,Y,Y,N,N,not_selected,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
aloe_barbadensis_leaf_extract,알로에베라잎추출물,Aloe Barbadensis Leaf Extract,1804,1804,,,exact_name,ALOE BARBADENSIS LEAF EXTRACT,HUMECTANT|ORAL CARE|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 기능은 후보 선별 신호일 뿐 논문 근거나 점수 승인 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
