ingredient_rank,ingredient_id,source,source_role,searched_name,query,searched_at,cutoff_date,raw_count,retrieved_count,selected_count,pagination_complete,search_status,source_run_status,failure_reason,input_provenance,query_contract_status,rerun_required,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
168,xylitol,kci,regional_bibliographic,Xylitol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
168,xylitol,riss,regional_bibliographic,Xylitol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,pubmed,bibliographic_primary,Jojoba Esters,"(""Jojoba Esters""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:23:10Z,2026-07-13,1,1,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,europe_pmc,bibliographic_primary,Jojoba Esters,"(TITLE_ABS:""Jojoba Esters"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:28:04+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,crossref,metadata_discovery,Jojoba Esters,"(""Jojoba Esters"") skin topical",2026-07-13T06:28:09+00:00,2026-07-13,515768,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,openalex,metadata_discovery,Jojoba Esters,"(""Jojoba Esters"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,kci,regional_bibliographic,Jojoba Esters,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
170,jojoba_esters,riss,regional_bibliographic,Jojoba Esters,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,pubmed,bibliographic_primary,Dimethiconol,"(""Dimethiconol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:23:11Z,2026-07-13,1,1,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,europe_pmc,bibliographic_primary,Dimethiconol,"(TITLE_ABS:""Dimethiconol"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:28:06+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,crossref,metadata_discovery,Dimethiconol,"(""Dimethiconol"") skin topical",2026-07-13T06:28:11+00:00,2026-07-13,439450,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,openalex,metadata_discovery,Dimethiconol,"(""Dimethiconol"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,kci,regional_bibliographic,Dimethiconol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
171,dimethiconol,riss,regional_bibliographic,Dimethiconol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,pubmed,bibliographic_primary,Alanine,"(""Alanine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:23:11Z,2026-07-13,2083,100,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,europe_pmc,bibliographic_primary,Alanine,"(TITLE_ABS:""Alanine"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:28:08+00:00,2026-07-13,80,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,crossref,metadata_discovery,Alanine,"(""Alanine"") skin topical",2026-07-13T06:28:11+00:00,2026-07-13,457090,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,openalex,metadata_discovery,Alanine,"(""Alanine"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,kci,regional_bibliographic,Alanine,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
172,alanine,riss,regional_bibliographic,Alanine,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,pubmed,bibliographic_primary,Sodium Polyacrylate,"(""Sodium Polyacrylate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:23:12Z,2026-07-13,27,27,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,europe_pmc,bibliographic_primary,Sodium Polyacrylate,"(TITLE_ABS:""Sodium Polyacrylate"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:28:06+00:00,2026-07-13,2,2,not_applicable,true,success,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,crossref,metadata_discovery,Sodium Polyacrylate,"(""Sodium Polyacrylate"") skin topical",2026-07-13T06:28:12+00:00,2026-07-13,716274,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,openalex,metadata_discovery,Sodium Polyacrylate,"(""Sodium Polyacrylate"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,kci,regional_bibliographic,Sodium Polyacrylate,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
173,sodium_polyacrylate,riss,regional_bibliographic,Sodium Polyacrylate,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,pubmed,bibliographic_primary,Aloe Barbadensis Leaf Extract,"(""Aloe Barbadensis Leaf Extract""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:23:12Z,2026-07-13,3,3,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,europe_pmc,bibliographic_primary,Aloe Barbadensis Leaf Extract,"(TITLE_ABS:""Aloe Barbadensis Leaf Extract"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:28:07+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,crossref,metadata_discovery,Aloe Barbadensis Leaf Extract,"(""Aloe Barbadensis Leaf Extract"") skin topical",2026-07-13T06:28:13+00:00,2026-07-13,799666,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,openalex,metadata_discovery,Aloe Barbadensis Leaf Extract,"(""Aloe Barbadensis Leaf Extract"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,kci,regional_bibliographic,Aloe Barbadensis Leaf Extract,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
174,aloe_barbadensis_leaf_extract,riss,regional_bibliographic,Aloe Barbadensis Leaf Extract,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
