ingredient_rank,ingredient_id,name_ko,name_en,product_count,source_count,sources,deduplicated_paper_count,max_passed_stage_count,first_failed_filter,first_failed_filter_ko,final_score_candidate,candidate_effect_ids,candidate_paper_keys,review_status,runtime_score_change
151,sodium_stearoyl_glutamate,소듐스테아로일글루타메이트,Sodium Stearoyl Glutamate,2093,2,crossref|pubmed,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
152,glucose,글루코오스,Glucose,2086,3,crossref|europe_pmc|pubmed,94,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
153,c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,2065,2,crossref|pubmed,27,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
154,isopropyl_myristate,아이소프로필미리스테이트,Isopropyl Myristate,2061,3,crossref|europe_pmc|pubmed,75,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
155,biotin,바이오틴,Biotin,2057,3,crossref|europe_pmc|pubmed,91,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
156,stearic_acid,스테아릭애씨드,Stearic Acid,2046,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
157,cetearyl_olivate,세테아릴올리베이트,Cetearyl Olivate,2040,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
158,amodimethicone,아모다이메티콘,Amodimethicone,1991,2,crossref|pubmed,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
159,glycine_soja_soybean_oil,돌콩오일,Glycine Soja (Soybean) Oil,1990,1,crossref,16,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
161,isohexadecane,아이소헥사데칸,Isohexadecane,1980,2,crossref|pubmed,30,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
162,proline,프롤린,Proline,1959,3,crossref|europe_pmc|pubmed,93,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
163,ricinus_communis_castor_seed_oil,피마자씨오일,Ricinus Communis (Castor) Seed Oil,1949,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
164,polyquaternium_10,폴리쿼터늄-10,Polyquaternium-10,1948,2,crossref|pubmed,34,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
165,polyquaternium_7,폴리쿼터늄-7,Polyquaternium-7,1935,2,crossref|pubmed,22,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
166,potassium_hydroxide,포타슘하이드록사이드,Potassium Hydroxide,1932,3,crossref|europe_pmc|pubmed,75,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
167,isononyl_isononanoate,아이소노닐아이소노나노에이트,Isononyl Isononanoate,1929,2,crossref|pubmed,28,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
168,xylitol,자일리톨,Xylitol,1921,3,crossref|europe_pmc|pubmed,72,5,certain_result,불확실 표현이 아님,N,,,candidate_unverified,none
169,beta_glucan,베타-글루칸,Beta-Glucan,1920,3,crossref|europe_pmc|pubmed,77,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
170,jojoba_esters,호호바에스터,Jojoba Esters,1916,2,crossref|pubmed,24,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
171,dimethiconol,다이메티콘올,Dimethiconol,1907,2,crossref|pubmed,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
172,alanine,알라닌,Alanine,1897,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
173,sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,1875,3,crossref|europe_pmc|pubmed,43,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
174,aloe_barbadensis_leaf_extract,알로에베라잎추출물,Aloe Barbadensis Leaf Extract,1871,2,crossref|pubmed,27,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
175,dextrin,덱스트린,Dextrin,1868,3,crossref|europe_pmc|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
176,phytosphingosine,피토스핑고신,Phytosphingosine,1863,3,crossref|europe_pmc|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
177,polyglyceryl_4_isostearate,폴리글리세릴-4아이소스테아레이트,Polyglyceryl-4 Isostearate,1858,2,crossref|pubmed,23,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
178,polysilicone_11,폴리실리콘-11,Polysilicone-11,1858,2,crossref|pubmed,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
179,madecassoside,마데카소사이드,Madecassoside,1855,3,crossref|europe_pmc|pubmed,74,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
180,coco_glucoside,코코-글루코사이드,Coco-Glucoside,1841,2,crossref|pubmed,22,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
181,threonine,트레오닌,Threonine,1832,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
182,eugenol,유제놀,Eugenol,1823,3,crossref|europe_pmc|pubmed,89,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
183,sorbitan_oleate,솔비탄올리에이트,Sorbitan Oleate,1803,2,crossref|pubmed,29,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
184,pha,PHA,Polyhydroxy Acids,1801,2,crossref|pubmed,45,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
185,prunus_amygdalus_dulcis_sweet_almond_oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,1788,1,crossref,21,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
186,cellulose_gum,셀룰로오스검,Cellulose Gum,1753,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
188,histidine,히스티딘,Histidine,1733,3,crossref|europe_pmc|pubmed,93,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
189,silica_dimethyl_silylate,실리카다이메틸실릴레이트,Silica Dimethyl Silylate,1732,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
190,lavandula_angustifolia_lavender_oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,1710,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
191,disodium_phosphate,다이소듐포스페이트,Disodium Phosphate,1704,2,crossref|pubmed,48,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
192,hydrolyzed_collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,1691,3,crossref|europe_pmc|pubmed,74,6,standalone_evidence_tier,동물·세포·일반 리뷰 단독 점수 금지,N,,,candidate_unverified,none
193,disodium_stearoyl_glutamate,다이소듐스테아로일글루타메이트,Disodium Stearoyl Glutamate,1681,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
194,centella_asiatica,센텔라/병풀,Centella Asiatica Extracts,1678,3,crossref|europe_pmc|pubmed,91,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
195,dicaprylyl_carbonate,다이카프릴릴카보네이트,Dicaprylyl Carbonate,1678,2,crossref|europe_pmc,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
196,boron_nitride,보론나이트라이드,Boron Nitride,1674,3,crossref|europe_pmc|pubmed,67,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
197,aspartic_acid,아스파틱애씨드,Aspartic Acid,1670,3,crossref|europe_pmc|pubmed,85,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
198,linalyl_acetate,리날릴아세테이트,Linalyl Acetate,1658,3,crossref|europe_pmc|pubmed,81,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
199,isostearic_acid,아이소스테아릭애씨드,Isostearic Acid,1655,3,crossref|europe_pmc|pubmed,36,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
200,cetyl_ethylhexanoate,세틸에틸헥사노에이트,Cetyl Ethylhexanoate,1651,2,crossref|pubmed,19,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
201,polyglyceryl_2_triisostearate,폴리글리세릴-2트라이아이소스테아레이트,Polyglyceryl-2 Triisostearate,1650,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
202,phenylalanine,페닐알라닌,Phenylalanine,1634,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
203,vitis_vinifera_grape_seed_oil,포도씨오일,Vitis Vinifera (Grape) Seed Oil,1630,2,crossref|europe_pmc,26,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
204,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,2,crossref|pubmed,39,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
205,aminomethyl_propanol,아미노메틸프로판올,Aminomethyl Propanol,1613,2,crossref|pubmed,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
206,pvp,피브이피,PVP,1609,1,crossref,16,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
207,asiaticoside,아시아티코사이드,Asiaticoside,1602,3,crossref|europe_pmc|pubmed,80,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
208,polysorbate_80,폴리솔베이트80,Polysorbate 80,1601,3,crossref|europe_pmc|pubmed,76,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
209,glycol_distearate,글라이콜다이스테아레이트,Glycol Distearate,1596,2,crossref|pubmed,23,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
210,menthol,멘톨,Menthol,1596,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
211,polyglyceryl_3_polyricinoleate,폴리글리세릴-3폴리리시놀리에이트,Polyglyceryl-3 Polyricinoleate,1584,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
212,polyacrylate_crosspolymer_6,폴리아크릴레이트크로스폴리머-6,Polyacrylate Crosspolymer-6,1582,2,crossref|europe_pmc,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
213,valine,발린,Valine,1579,3,crossref|europe_pmc|pubmed,82,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
214,cyclohexasiloxane,사이클로헥사실록세인,Cyclohexasiloxane,1546,2,crossref|pubmed,23,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
215,methicone,메티콘,Methicone,1537,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
216,vinyl_dimethicone_methicone_silsesquioxane_crosspolymer,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,1529,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
217,isoleucine,아이소류신,Isoleucine,1526,3,crossref|europe_pmc|pubmed,78,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
218,sucrose,수크로오스,Sucrose,1520,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
219,ethylhexyl_methoxycinnamate,에칠헥실메톡시신나메이트,Ethylhexyl Methoxycinnamate,1519,3,crossref|europe_pmc|pubmed,71,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
220,potassium_cetyl_phosphate,포타슘세틸포스페이트,Potassium Cetyl Phosphate,1517,2,crossref|pubmed,20,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
221,polyethylene,폴리에틸렌,Polyethylene,1516,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
222,glyceryl_stearate_se,글리세릴스테아레이트에스이,Glyceryl Stearate SE,1500,1,crossref,25,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
223,sodium_gluconate,소듐글루코네이트,Sodium Gluconate,1498,2,crossref|pubmed,30,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
224,glutamic_acid,글루타믹애씨드,Glutamic Acid,1483,3,crossref|europe_pmc|pubmed,91,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
225,methyl_methacrylate_crosspolymer,메틸메타크릴레이트크로스폴리머,Methyl Methacrylate Crosspolymer,1479,2,crossref|pubmed,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
226,methyl_trimethicone,메틸트라이메티콘,Methyl Trimethicone,1473,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
227,butyloctyl_salicylate,부틸옥틸살리실레이트,Butyloctyl Salicylate,1471,2,crossref|pubmed,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
228,iron_oxide_yellow,황색산화철,Iron Oxide Yellow,1463,1,crossref,16,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
229,citrus_aurantium_dulcis_orange_peel_oil,오렌지껍질오일,Citrus Aurantium Dulcis (Orange) Peel Oil,1458,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
230,curcuma_longa_turmeric_root_extract,울금뿌리추출물,Curcuma Longa (Turmeric) Root Extract,1455,1,crossref,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
231,bis_diglyceryl_polyacyladipate_2,비스-다이글리세릴폴리아실아디페이트-2,Bis-Diglyceryl Polyacyladipate-2,1449,2,crossref|pubmed,22,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
232,alcohol_denat,변성알코올,Alcohol Denat.,1444,2,crossref|pubmed,22,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
233,talc,탤크,Talc,1442,3,crossref|europe_pmc|pubmed,71,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
234,trihydroxystearin,트라이하이드록시스테아린,Trihydroxystearin,1441,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
235,sodium_hyaluronate_crosspolymer,소듐하이알루로네이트크로스폴리머,Sodium Hyaluronate Crosspolymer,1437,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
236,saccharide_isomerate,사카라이드아이소머레이트,Saccharide Isomerate,1433,3,crossref|europe_pmc|pubmed,25,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
237,polyglyceryl_3_diisostearate,폴리글리세릴-3다이아이소스테아레이트,Polyglyceryl-3 Diisostearate,1430,2,crossref|pubmed,24,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
238,zinc_stearate,징크스테아레이트,Zinc Stearate,1430,2,crossref|pubmed,23,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
239,cellulose,셀룰로오스,Cellulose,1427,3,crossref|europe_pmc|pubmed,93,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
240,tetramethyl_acetyloctahydronaphthalenes,테트라메틸아세틸옥타하이드로나프탈렌,Tetramethyl Acetyloctahydronaphthalenes,1419,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
241,tribehenin,트라이베헤닌,Tribehenin,1415,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
242,iron_oxide_black,흑색산화철,Iron Oxide Black,1413,2,crossref|pubmed,14,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
243,nylon_12,나일론-12,Nylon-12,1399,2,crossref|europe_pmc,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
244,calcium_aluminum_borosilicate,칼슘알루미늄보로실리케이트,Calcium Aluminum Borosilicate,1389,1,crossref,11,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
245,ethylhexyl_salicylate,에칠헥실살리실레이트,Ethylhexyl Salicylate,1385,3,crossref|europe_pmc|pubmed,71,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
246,hydrogenated_polydecene,하이드로제네이티드폴리데센,Hydrogenated Polydecene,1378,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
247,sodium_cocoyl_isethionate,소듐코코일이세티오네이트,Sodium Cocoyl Isethionate,1375,2,crossref|pubmed,21,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
248,sodium_acetylated_hyaluronate,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,1371,2,crossref|pubmed,21,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
249,sodium_phosphate,소듐포스페이트,Sodium Phosphate,1370,3,crossref|europe_pmc|pubmed,78,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
250,melia_azadirachta_leaf_extract,인도멀구슬나무잎추출물,Melia Azadirachta Leaf Extract,1369,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
251,polyisobutene,폴리아이소부텐,Polyisobutene,1354,2,crossref|pubmed,27,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
252,asiatic_acid,아시아틱애씨드,Asiatic Acid,1334,3,crossref|europe_pmc|pubmed,79,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
253,rosmarinus_officinalis_rosemary_leaf_oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,1333,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
254,citrus_aurantium_bergamia_bergamot_fruit_oil,베르가모트오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,1327,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
255,laureth_7,라우레스-7,Laureth-7,1322,2,crossref|pubmed,26,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
256,limnanthes_alba_meadowfoam_seed_oil,메도우폼씨오일,Limnanthes Alba (Meadowfoam) Seed Oil,1322,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
257,madecassic_acid,마데카식애씨드,Madecassic Acid,1319,3,crossref|europe_pmc|pubmed,61,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
258,methylparaben,메틸파라벤,Methylparaben,1315,3,crossref|europe_pmc|pubmed,75,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
259,trideceth_12,트라이데세스-12,Trideceth-12,1305,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
260,amyl_cinnamal,아밀신남알,Amyl Cinnamal,1292,2,crossref|pubmed,29,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
261,sodium_metabisulfite,소듐메타바이설파이트,Sodium Metabisulfite,1287,3,crossref|europe_pmc|pubmed,65,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
262,lysine,라이신,Lysine,1273,3,crossref|europe_pmc|pubmed,96,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
263,silica_silylate,실리카실릴레이트,Silica Silylate,1261,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
264,lauryl_peg_9_polydimethylsiloxyethyl_dimethicone,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,1260,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
265,urea,유레아,Urea,1257,3,crossref|europe_pmc|pubmed,95,7,passed_all,전체 통과,Y,effect_moisture_barrier,DOI:10.1002/ski2.65,candidate_unverified,none
266,triethylhexanoin,트라이에틸헥사노인,Triethylhexanoin,1247,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
267,citrus_limon_lemon_peel_oil,레몬껍질오일,Citrus Limon (Lemon) Peel Oil,1245,1,crossref,17,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
268,cetearyl_glucoside,세테아릴글루코사이드,Cetearyl Glucoside,1237,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
269,hydrolyzed_rice_protein,하이드롤라이즈드쌀단백질,Hydrolyzed Rice Protein,1236,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
270,butyl_methoxydibenzoylmethane,부틸메톡시디벤조일메탄,Butyl Methoxydibenzoylmethane,1224,3,crossref|europe_pmc|pubmed,65,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
271,behentrimonium_methosulfate,베헨트라이모늄메토설페이트,Behentrimonium Methosulfate,1216,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
272,tetrahexyldecyl_ascorbate,테트라헥실데실아스코베이트,Tetrahexyldecyl Ascorbate,1210,3,crossref|europe_pmc|pubmed,30,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
273,vanillin,바닐린,Vanillin,1208,3,crossref|europe_pmc|pubmed,75,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
274,hydrolyzed_soy_protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,1204,3,crossref|europe_pmc|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
275,coco_betaine,코코-베타인,Coco-Betaine,1199,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
276,hdi_trimethylol_hexyllactone_crosspolymer,에이치디아이/트라이메틸올헥실락톤크로스폴리머,HDI/Trimethylol Hexyllactone Crosspolymer,1190,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
277,octyldodecyl_stearoyl_stearate,옥틸도데실스테아로일스테아레이트,Octyldodecyl Stearoyl Stearate,1189,2,crossref|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
278,melia_azadirachta_flower_extract,인도멀구슬나무꽃추출물,Melia Azadirachta Flower Extract,1188,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
279,polybutene,폴리부텐,Polybutene,1188,2,crossref|pubmed,21,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
280,stearamidopropyl_dimethylamine,스테아라미도프로필다이메틸아민,Stearamidopropyl Dimethylamine,1184,1,crossref,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
281,carthamus_tinctorius_safflower_seed_oil,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,1176,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
282,moringa_oleifera_seed_oil,드럼스틱씨오일,Moringa Oleifera Seed Oil,1174,3,crossref|europe_pmc|pubmed,31,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
283,cucumis_sativus_cucumber_fruit_extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,1166,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
284,caprylhydroxamic_acid,카프릴하이드록사믹애씨드,Caprylhydroxamic Acid,1164,2,crossref|pubmed,30,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
285,camellia_sinensis_leaf_extract,녹차추출물,Camellia Sinensis Leaf Extract,1161,2,crossref|pubmed,28,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
286,dimethicone_peg_10_15_crosspolymer,다이메티콘/피이지-10/15크로스폴리머,Dimethicone/PEG-10/15 Crosspolymer,1159,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
287,caprylyl_capryl_glucoside,카프릴릴/카프릴글루코사이드,Caprylyl/Capryl Glucoside,1145,2,crossref|pubmed,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
288,scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,1143,2,crossref|pubmed,27,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
289,cetyl_esters,세틸에스터,Cetyl Esters,1141,2,crossref|pubmed,19,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
291,pinene,피넨,Pinene,1132,3,crossref|europe_pmc|pubmed,94,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
292,calcium_gluconate,칼슘글루코네이트,Calcium Gluconate,1131,3,crossref|europe_pmc|pubmed,65,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
293,hydroxypropyltrimonium_hyaluronate,하이드록시프로필트라이모늄하이알루로네이트,Hydroxypropyltrimonium Hyaluronate,1127,1,crossref,19,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
294,calcium_sodium_borosilicate,칼슘소듐보로실리케이트,Calcium Sodium Borosilicate,1125,1,crossref,12,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
295,triethanolamine,트라이에탄올아민,Triethanolamine,1122,3,crossref|europe_pmc|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
296,sodium_laureth_sulfate,소듐라우레스설페이트,Sodium Laureth Sulfate,1113,2,crossref|pubmed,43,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
297,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,1105,3,crossref|europe_pmc|pubmed,65,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
298,tartrazine,황색4호,Tartrazine,1101,3,crossref|europe_pmc|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
299,phospholipids,포스포리피드,Phospholipids,1099,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
