product_code,source_prefix,current_brand,product_name,suspected_brand,issue_type,recommended_action,confidence,note
cultbeauty_85b8cdee04859a,cultbeauty,PATRICK TA,Perricone MD Hypo Clean Correction Barrier Repair Nourishing Moisturizer 2oz FG,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0401d42d2290da,cultbeauty,Sarah Chapman,Perricone MD Neuropeptide Deep Crease Serum 1oz FG,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c4470d8c4e4c10,cultbeauty,HUDA BEAUTY,Peter Thomas Roth Collagen Skinjection Plumping & Firming Serum 30ml,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4fc304c03d2d0f,cultbeauty,HUDA BEAUTY,Peter Thomas Roth Water Drench® Hyaluronic Jelly Moisturizer,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f33dd7bb69ba3e,cultbeauty,Medik8,Peter Thomas Roth Peptide Skinjection Moisture Infusion Refillable Cream 50ml,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_858041c333f211,cultbeauty,Paula's Choice,Peter Thomas Roth Water Drench Hyaluronic Cloud Cream Hydrating Moisturizer 50ml,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2848b0300f7310,cultbeauty,The Ordinary,RevitaLash Advanced Eyelash Serum 3.5ml (6 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_14d3cfb60c7835,cultbeauty,The Ordinary,RevitaLash Advanced Sensitive Eyelash Serum 2ml (3 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_452b05593e489a,cultbeauty,The Ordinary,RevitaLash Exclusive Advanced Eyelash Serum 1ml (1.5 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_63fb779adc5623,cultbeauty,BYOMA,Skin1004 Madagascar Centella Toning Toner 210ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_82569537ff5c61,cultbeauty,Beauty of Joseon,Skin1004 Madagascar Centella Probio-Cica Intensive Ampoule 50ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6f7b276e293eb4,cultbeauty,Beauty of Joseon,Skin1004 Madagascar Centella Soothing Cream 75ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_541579163b8f70,cultbeauty,PATRICK TA,Skin1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_76fd96ee729483,cultbeauty,The Ordinary,Skin1004 Madagascar Centella Hyalu-Cica Moisture Cream 75ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_89c20414844d17,cultbeauty,Emma Hardie,Sunday Riley U.F.O. Ultra-Clarifying Face Oil 35ml,SUNDAY RILEY,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f8193a636408f0,cultbeauty,Murad,Sunday Riley U.F.O. Ultra-Clarifying Face Oil 15ml,SUNDAY RILEY,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_03b2513317c92e,cultbeauty,Pai,Sunday Riley JUNO Antioxidant + Superfood Face Oil 15ml,SUNDAY RILEY,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ddd89c057d7ca1,cultbeauty,Medik8,SUQQU Designing Massage Cream,SUQQU,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_53bd151cb5d4b7,cultbeauty,PATRICK TA,SUSANNE KAUFMANN Eye Rescue Serum 10ml,SUSANNE KAUFMANN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_3e4f349d51bbfb,cultbeauty,Ultrasun,Sculpted By Aimee Face Sun Mist SPF50,Sculpted by Aimee,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f015c369e9fddb,cultbeauty,VIEVE,Sculpted by Aimee Hydrate & Hold Setting Mist,Sculpted by Aimee,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e92dccc1244dce,cultbeauty,Medik8,Shani Darden Skin Care Intensive Eye Renewal Cream with Firming Peptides,Shani Darden Skin Care,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4baa7a08cafa2f,cultbeauty,Spectrum Collections,Shani Darden Skin Care Weightless Oil-Free Moisturizer,Shani Darden Skin Care,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f4bba2332064cb,cultbeauty,Hourglass,Shiseido Essential Energy Hydrating Day Cream SPF20 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_168d003db927a0,cultbeauty,Kiehl's Since 1851,Shiseido Essential Energy Hydrating Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0a91404880b4e1,cultbeauty,Kiehl's Since 1851,Shiseido Exclusive Ultimune Power Infusing Eye Concentrate 15ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f585ef07466b05,cultbeauty,Kiehl's Since 1851,Shiseido Expert Sun Protector SPF30 Face Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_427730b7680f59,cultbeauty,Medik8,Shiseido Vital Perfection Supreme Cream 50ml Refill,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b870ed4d2fab36,cultbeauty,OSKIA,Shiseido Vital Perfection LiftDefine Radiance Serum 80ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ce88c4456d4c5d,cultbeauty,PATRICK TA,Shiseido BioPerformance Advanced Super Revitalizing Cream (50ml),Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_db4ea14d02b0bd,cultbeauty,PATRICK TA,Shiseido Essential Energy Hydrating Cream Refill 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a69550d16e1e7b,cultbeauty,PATRICK TA,Shiseido Expert Sun Protector SPF30 Face Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f853c8476298b2,cultbeauty,Sweed,Shiseido Full Lash Serum (6ml),Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9a312bfa7960b1,cultbeauty,Ultra Violette,Shiseido Expert Sun Protector SPF50+ Face Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4beb88c8b8c7de,cultbeauty,HUDA BEAUTY,Sisley Paris Buff and Wash Facial Gel 100ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_767e4cb3cf8d81,cultbeauty,HUDA BEAUTY,Sisley Paris Gentle Facial Buffing Cream 50ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7fa9a20877c8fd,cultbeauty,Laura Mercier,Sisley Paris Les Phyto 10 Silky Cream,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a86cc820c15c46,cultbeauty,Medik8,Sisley Paris Phyto-Blanc Overnight Brightening Cream 50ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_bd3dd7b25cbf81,cultbeauty,Medik8,Sisley Paris Supremya: The Supreme Anti-Aging Skin Care Lotion 50ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4747aeff79e0c1,cultbeauty,PATRICK TA,Sisley Paris Black Rose Concentrate serum 30ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_9670496fe5e0ed,cultbeauty,PATRICK TA,Sisley Paris Black Rose Precious Face Oil - 25ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b04040837ead7a,cultbeauty,Paula's Choice,Sisley Paris Floral Spray Mist 100ml,Sisley Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2afbefd562e327,cultbeauty,Avène,SkinCeuticals Emollience Moisturizer 60ml,SkinCeuticals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ee06e9bed2ee31,cultbeauty,Beauty of Joseon,Sulwhasoo Concentrated Ginseng Rejuvenating Cream 30ml,Sulwhasoo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_08070b141f9559,cultbeauty,Beauty of Joseon,Sulwhasoo Concentrated Ginseng Rejuvenating Serum VI 15ml,Sulwhasoo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d6bf0361f8202a,cultbeauty,PATRICK TA,Sulwhasoo Concentrated Ginseng Rejuvenating Ampoule 20ml,Sulwhasoo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_5d14703030e99c,cultbeauty,PATRICK TA,Sulwhasoo Concentrated Ginseng Rejuvenating Cream Rich 50ml,Sulwhasoo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1e8a032c9fdb1a,cultbeauty,PATRICK TA,Sulwhasoo Concentrated Ginseng Rejuvenating Serum 30ml,Sulwhasoo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e127784ba3ce64,cultbeauty,Medik8,SUMMER FRIDAYS CC Me Serum,Summer Fridays,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f01cf9623da371,cultbeauty,COOLA,Sun Bum Original SPF50 Roll-On Lotion 88ml,Sun Bum,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_799f9554afb504,cultbeauty,Ultra Violette,Supergoop! Play Everyday Lotion SPF50 71ml,Supergoop!,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_10f81e0ad32c16,cultbeauty,PATRICK TA,Sweed Lash Serum 5ml,Sweed,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1595035301b1d0,cultbeauty,BYOMA,Thank You Farmer Rice Pure Milky Hydrating Essential Toner 200ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f03a47c6e41a94,cultbeauty,Glow Recipe,Thank You Farmer Rice Pure Watery Mist 100ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_1178b76b18d6ae,cultbeauty,BYOMA,The INKEY List Hydro-Surge Dewy Face Mist 75ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_2b5f1516b9cf58,cultbeauty,Paula's Choice,The INKEY List Super Solutions 10% Azelaic Acid Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_48a1b9bfe77994,cultbeauty,The Ordinary,The INKEY List Beta Hydroxy Acid Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d637bf364c9b20,cultbeauty,The Ordinary,The INKEY List Ectoin Hydro-Barrier Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8f15af4d3e68b6,cultbeauty,The Ordinary,The INKEY List Glycolic Acid Toner 100ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_001ac80a8f5f97,cultbeauty,The Ordinary,The INKEY List Niacinamide Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4adf0c00b9f42f,cultbeauty,The Ordinary,"The INKEY List Vitamin B, C and E Moisturizer 50ml",The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c287fb66f5dda4,cultbeauty,The Ordinary,The INKEY List- 15% Vitamin C and EGF Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7422edee7a6115,cultbeauty,HUDA BEAUTY,The Light Salon Hydrating Peptide Serum 30ml,The Light Salon,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c3b5537a1514b0,cultbeauty,Biossance,The Outset Restorative Niacinamide Night Cream 50ml,The Outset,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_82ddd2a5bc8190,cultbeauty,PATRICK TA,The Outset Smoothing Vitamin C Eye + Expression Lines Cream 15ml,The Outset,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7af68b8527e550,cultbeauty,SkinCeuticals,U Beauty The SUPER Intensive Face Oil 30ml,U Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_361e715f03d1cf,cultbeauty,HUDA BEAUTY,Ultrasun Eye Protection SPF30 Cream 15ml,Ultrasun,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7eeddf8551fdf3,cultbeauty,Saie,Urban Decay Stay Naked Hydromaniac Tinted Glow Hydrator 35ml (Various Shades),Urban Decay,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8f6728fed90e65,cultbeauty,Anua,VT Cosmetics Pdrn Essence 100,VT Cosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d100169be8d892,cultbeauty,HUDA BEAUTY,Votary Meta Active Complex 3-9-12 Night Star Serum 30ml,Votary,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_7e940b76269868,cultbeauty,HUDA BEAUTY,Votary Super Seed Nutrient Cream,Votary,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_33cf0e0a86c3ae,cultbeauty,Medik8,VOTARY Vitamin C Glow Serum - 30ml,Votary,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_3514856a20ed96,cultbeauty,PATRICK TA,Votary Super Barrier Balm - Cica and Prebiotic - 30ml,Votary,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_e2b1f4aa037c7f,cultbeauty,The Ordinary,"Votary Daily Apple Toner, Malic Acid and Prebiotic 100ml",Votary,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_92826ad528ef8c,cultbeauty,Medik8,Youth To The People Retinal and Niacinamide Youth Serum 30ml,Youth To The People,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_220b998a815350,cultbeauty,Medik8,Youth To The People Superfood Skin Drip Serum 30ml,Youth To The People,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4ed823c9d0d81c,cultbeauty,Paula's Choice,Youth To The People Peptide and C Energy Eye Concentrate 15ml,Youth To The People,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_53c1e0eea107f8,cultbeauty,The Ordinary,Youth To The People Triple Peptide and Cactus Oasis Serum 30ml,Youth To The People,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_131da9afd617ad,cultbeauty,Caudalie,Zelens Emulsion D Fortifying Moisturiser 50ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_8cb6d5207e51ab,cultbeauty,HUDA BEAUTY,Zelens Tea Shot Urban Defence Serum 10ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_216d9e6a64c71d,cultbeauty,La Roche-Posay,Zelens Power C Collagen-Boosting and Brightening Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_a39975e4e36673,cultbeauty,La Roche-Posay,Zelens Z-22 Ultimate Face Oil Full Size,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b727ca42638d4d,cultbeauty,Marvis,Zelens Collagen Solution Firming Serum for Face and Neck 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ceea392c12324a,cultbeauty,Medik8,Zelens Hyaluron Intense Hydro-Plumping Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d5c32a4d4fa583,cultbeauty,Medik8,Zelens Microbiota P3 Balancing Mist 50ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_f04e230c588e11,cultbeauty,NIOD,Zelens Provitamin D3 Fortifying Mist 50ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b452d84b2c10e8,cultbeauty,PATRICK TA,Zelens Tea Shot Urban Defence Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6b8b3fe19a4e84,cultbeauty,Paula's Choice,Zelens Lumino Brightening Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_fea154a12b427e,cultbeauty,Sunday Riley,Zelens Acqua Shiso Hydrating Gel Cream 50ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_ea27f14292593f,cultbeauty,The Ordinary,Zelens Power B Revitalising and Clearing Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c608ed35e3f280,cultbeauty,HUDA BEAUTY,bareMinerals Skinlongevity Hydration Haven Gel Cream 50g,bareMinerals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_bbe62603a919b8,cultbeauty,NARS,bareMinerals Complexion Rescue Matte Tinted Moisturiser 35ml (Various Shades) Opal 01,bareMinerals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d57b791059908d,cultbeauty,NARS,bareMinerals Complexion Rescue Tinted Moisturizer SPF30 35ml (Various Shades) Cashew 3.5,bareMinerals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_61832d89337147,cultbeauty,PATRICK TA,bareMinerals SKINLONGEVITY Butter Drench Cream Mineral Herb Complex 50g,bareMinerals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4feed420f23bdf,cultbeauty,The Ordinary,bareMinerals SKINLONGEVITY Barrier Boosting Serum 50ml,bareMinerals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_afd764b20e2cdd,cultbeauty,NARS,benefit Eyes Whoop Lash Enhancing Serum 2ml,benefit,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_d1be1095cb207a,cultbeauty,Medik8,de Mamiel The Skin Recovery Concentrate 30ml,de Mamiel,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_b7eef85c9ccced,cultbeauty,LANEIGE,good light Moon Glow Milky Toning Lotion,good light,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_239de589ea5060,cultbeauty,PATRICK TA,good light Order Of The Eclipse Hyaluronic Cream 50ml,good light,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0ae6bbed561576,cultbeauty,PATRICK TA,good light We Come In Peace Microbiome Serum,good light,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_59bdd71c07aaf5,cultbeauty,HUDA BEAUTY,INNISFREE Green Tea Hyaluronic Acid Cream 50ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_af6fcad997a138,cultbeauty,HUDA BEAUTY,INNISFREE Green Tea Hyaluronic Acid Serum 80ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_c072c9cc1b5074,cultbeauty,MAKE UP FOR EVER,INNISFREE Green Tea Hyaluronic Toner 140ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_0a82ccddda6045,cultbeauty,Medik8,INNISFREE Green Tea Enzyme Vitamin C Brightening Serum 30ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_4d1b009df3950d,cultbeauty,PATRICK TA,INNISFREE Green Tea Ceramide Milk 160ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_58aa7daeab073b,cultbeauty,PATRICK TA,INNISFREE Vitamin C Cream 50ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
cultbeauty_6f6a534779302b,cultbeauty,Thank You Farmer,INNISFREE Cherry Blossom Glow Jelly Cream 50ml,innisfree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
dermstore_1dd3eeb42a883b,dermstore,SkinCeuticals,Allies of Skin Tranexamic & Arbutin Advanced Brightening Serum,Allies of Skin,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_defc403e021cf2,lookfantastic,Aesop,111SKIN Celestial Black Diamond Brightening Essence 100ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_b2b8c9509cae7f,lookfantastic,Augustinus Bader,111SKIN Hyaluronic Acid Aqua Booster 20ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_c7b7e9eaf6ecd9,lookfantastic,Bioderma,111SKIN Repair Day Cream NAC Y2 50ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_5021b398846899,lookfantastic,Carolina Herrera,111SKIN Cryo Revitalising Moisturiser 50ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_060e5de0c01109,lookfantastic,Dr Dennis Gross,111SKIN Repair Serum NAC Y2 15ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_d11dd5623beb2a,lookfantastic,ESPA,111SKIN Rose Gold Radiance Booster Serum 20ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_504f48bcfabbe6,lookfantastic,ICONIC London,111SKIN Repair Night Cream 50ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_1671a6ef0ec6bf,lookfantastic,Medik8,111SKIN Antioxidant Essence 100ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_77b3bd53b51472,lookfantastic,Medik8,111SKIN Black Diamond Cream 50ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_0f7e775a2c5beb,lookfantastic,Medik8,111SKIN Black Diamond Vitamin-C Booster Serum 20ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_1cd63f19a5c3ba,lookfantastic,Medik8,111SKIN Vitamin C Brightening Booster 20ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_51dcafc3669411,lookfantastic,NARS,111SKIN Y Theorem Repair Light Serum NAC Y2 (30ml),111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_bab2a3373bf3af,lookfantastic,Perricone MD,111SKIN Repair Day Cream - Light 50ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_f6801d42f8ddb3,lookfantastic,SkinCeuticals,111SKIN The Firming Concentrate Serum 7 x 2ml,111SKIN,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_73f5cf71d5856e,lookfantastic,Beauty Of Joseon,Anua Rice 70 Glow Milky Toner 250ml,ANUA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_50c657c83b49c9,lookfantastic,Beauty of Joseon,Anua Azelaic Acid 10 Hyaluron Redness Soothing Serum 30ml,ANUA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c29ff14a0e5b18,lookfantastic,Beauty of Joseon,Anua Heartleaf 77% Soothing Toner 250ml,ANUA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ef9477ecf3c7b7,lookfantastic,Beauty of Joseon,Anua Niacinamide 10% + TXA 4% Serum 30ml,ANUA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_323548de0d1a18,lookfantastic,Beauty of Joseon,Anua PDRN Hyaluronic Acid 100 Moisturising Cream 60ml,ANUA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4dbc2543395f35,lookfantastic,Beauty of Joseon,Axis-Y Daily Purifying Treatment Toner 200ml,AXIS-Y,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_48986f50c9eeec,lookfantastic,La Roche-Posay,Axis-Y Panthenol 10 Skin Smoothing Shield Cream 50ml,AXIS-Y,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7703e270c42c81,lookfantastic,PURITO,Axis-Y Artichoke Intensive Skin Barrier Ampoule 30ml,AXIS-Y,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_21e2b6a3307172,lookfantastic,Bobbi Brown,ALGENIST Green Microalgae Retinol + Regenerating Serum 30ml,Algenist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
