cohort,ingredient_id,name_ko,name_en,product_count,paper_key,pmid,doi,title,evidence_tier,relation_scope,applicability,claim_category,effect_id,new_effect_candidate,direction,evidence_span,recommended_score_use,review_status,runtime_score_change
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:7094572,7094572,10.1111/j.1600-0536.1982.tb04180.x,Propylene glycol: irritation or sensitization?,4,title_exact,human_topical,safety_signal_review,,,unclear,Propylene glycol: irritation or sensitization?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:7842679,7842679,10.1111/j.1600-0536.1994.tb01995.x,Propylene glycol dermatitis: re-evaluation of an old problem.,8,title_exact,reference_only,safety_signal_review,,,unclear,Propylene glycol dermatitis: re-evaluation of an old problem.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:16283903,16283903,10.1111/j.0105-1873.2005.00693.x,Skin-sensitizing and irritant properties of propylene glycol.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Skin-sensitizing and irritant properties of propylene glycol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:29059092,29059092,10.1097/der.0000000000000315,Propylene Glycol.,8,title_exact,reference_only,safety_signal_review,,,unclear,Propylene Glycol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:29064881,29064881,10.1097/der.0000000000000307,Propylene Glycol in Contact Dermatitis: A Systematic Review.,8,title_exact,reference_only,safety_signal_review,,,unclear,Propylene Glycol in Contact Dermatitis: A Systematic Review.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:36702195,36702195,10.1016/j.yrtph.2023.105341,"Propylene glycol, skin sensitisation and allergic contact dermatitis: A scientific and regulatory conundrum.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Propylene glycol, skin sensitisation and allergic contact dermatitis: A scientific and regulatory conundrum.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:37100088,37100088,10.1111/cod.14325,Allergic contact dermatitis from propylene glycol: A case series from Australia.,4,title_exact,human_topical,safety_signal_review,,,unclear,Allergic contact dermatitis from propylene glycol: A case series from Australia.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,propylene_glycol,프로필렌글라이콜,Propylene Glycol,6174,PMID:42380076,42380076,10.1111/cod.70211,Contact Allergy and Allergic Contact Dermatitis From Propylene Glycol and Related Glycols: Cosmetic Skin Sensitisers After All?,4,title_exact,human_topical,safety_signal_review,,,unclear,Contact Allergy and Allergic Contact Dermatitis From Propylene Glycol and Related Glycols: Cosmetic Skin Sensitisers After All?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:35080274,35080274,10.1111/jdv.17968,Is benzyl alcohol a significant contact sensitizer?,4,title_exact,human_topical,risk_penalty_candidate,,,negative,Is benzyl alcohol a significant contact sensitizer?,risk_only_after_full_text_approval,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:8593115,8593115,10.1111/j.1440-0960.1995.tb00980.x,Benzyl alcohol allergy.,8,title_exact,reference_only,safety_signal_review,,,unclear,Benzyl alcohol allergy.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:10594301,10594301,10.1053/ajcd01000228,Allergic contact dermatitis to benzyl alcohol in a hearing aid impression material.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis to benzyl alcohol in a hearing aid impression material.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:22036973,22036973,10.1016/j.fct.2011.10.013,Fragrance material review on benzyl alcohol.,8,title_exact,reference_only,safety_signal_review,,,unclear,Fragrance material review on benzyl alcohol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:29243541,29243541,10.1177/1091581817728996,"Safety Assessment of Benzyl Alcohol, Benzoic Acid and its Salts, and Benzyl Benzoate.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Safety Assessment of Benzyl Alcohol, Benzoic Acid and its Salts, and Benzyl Benzoate.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:34994406,34994406,10.1111/cod.14042,Allergic contact dermatitis from benzyl alcohol in hydrocortisone cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from benzyl alcohol in hydrocortisone cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:35080274,35080274,10.1111/jdv.17968,Is benzyl alcohol a significant contact sensitizer?,4,title_exact,human_topical,safety_signal_review,,,unclear,Is benzyl alcohol a significant contact sensitizer?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:35292984,35292984,10.1111/cod.14108,Allergic contact dermatitis from benzyl alcohol mimicking acute generalized exanthematous pustulosis.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from benzyl alcohol mimicking acute generalized exanthematous pustulosis.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:36287992,36287992,10.1097/der.0000000000000876,Systemic Contact Dermatitis and Epicutaneous Allergic Contact Dermatitis to Benzyl Alcohol.,8,title_exact,reference_only,safety_signal_review,,,unclear,Systemic Contact Dermatitis and Epicutaneous Allergic Contact Dermatitis to Benzyl Alcohol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_alcohol,벤질알코올,Benzyl Alcohol,6169,PMID:41649135,41649135,10.1177/17103568251386038,Benzyl Alcohol: Allergen of the Year 2026.,8,title_exact,reference_only,safety_signal_review,,,unclear,Benzyl Alcohol: Allergen of the Year 2026.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:14744423,14744423,10.2310/6620.2003.38779,Allergic contact dermatitis from a paper mill slimicide containing 2-bromo-4'-hydroxyacetophenone.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Allergic contact dermatitis from a paper mill slimicide containing 2-bromo-4'-hydroxyacetophenone.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:29341188,29341188,10.1111/cod.12900,Allergic contact dermatitis caused by hydroxyacetophenone in a face cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by hydroxyacetophenone in a face cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:36718024,36718024,10.1111/cod.14284,Allergic contact dermatitis from hydroxyacetophenone in an anti-wrinkle facial serum with flare-up reactions triggered by the repeated open application test.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from hydroxyacetophenone in an anti-wrinkle facial serum with flare-up reactions triggered by the repeated open application test.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:40451211,40451211,10.1111/cod.14823,Photo-Aggravated Allergic Contact Dermatitis due to Hydroxyacetophenone Present in a Sunscreen: A Case Report.,8,title_exact,reference_only,safety_signal_review,,,unclear,Photo-Aggravated Allergic Contact Dermatitis due to Hydroxyacetophenone Present in a Sunscreen: A Case Report.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:41740968,41740968,10.1111/cod.70122,Allergic Contact Dermatitis Caused by Hydroxyacetophenone in an Eyelid Moisturiser for Sensitive Skin.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic Contact Dermatitis Caused by Hydroxyacetophenone in an Eyelid Moisturiser for Sensitive Skin.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxyacetophenone,하이드록시아세토페논,Hydroxyacetophenone,6028,PMID:41795014,41795014,10.1111/cod.70123,Allergic Contact Dermatitis Associated With Hydroxyacetophenone: Two Case Reports.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic Contact Dermatitis Associated With Hydroxyacetophenone: Two Case Reports.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,lecithin,레시틴,Lecithin,5969,PMID:11358109,11358109,10.1080/109158101750300937,Final report on the safety assessment of Lecithin and Hydrogenated Lecithin.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Final report on the safety assessment of Lecithin and Hydrogenated Lecithin.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,lecithin,레시틴,Lecithin,5969,PMID:41987370,41987370,10.1111/srt.70349,Shake-Induced Temporary Ion-Pairing Between Lecithin and Glycolic Acid for Enhanced Exfoliation in a Novel Biphasic Serum: Comparative Ex Vivo and in Vivo Randomised Studies.,2,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Shake-Induced Temporary Ion-Pairing Between Lecithin and Glycolic Acid for Enhanced Exfoliation in a Novel Biphasic Serum: Comparative Ex Vivo and in Vivo Randomised Studies.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,allantoin,알란토인,Allantoin,5914,PMID:33811776,33811776,10.1111/jocd.14125,"A randomized controlled trial to compare the effectiveness and safety of adsorbent lotion containing tapioca starch, spent grain wax, Butyrospermum parkii extract, argania spinosa kernel oil, aloe barbadensis, rosehip oil, and allantoin with a low-potency topical corticosteroid in the treatment of intertrigo.",2,title_exact,combination_or_formulation,safety_signal_review,,,unclear,"A randomized controlled trial to compare the effectiveness and safety of adsorbent lotion containing tapioca starch, spent grain wax, Butyrospermum parkii extract, argania spinosa kernel oil, aloe barbadensis, rosehip oil, and allantoin with a low-potency topical corticosteroid in the treatment of intertrigo.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,adenosine,아데노신,Adenosine,5774,PMID:38146080,38146080,10.1177/10915818231221790,Safety Assessment of Adenosine as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Adenosine as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,arginine,알지닌,Arginine,5512,PMID:39458612,39458612,10.3390/pharmaceutics16101283,Evaluation of a Cosmetic Formulation Containing Arginine Glutamate in Patients with Burn Scars: A Pilot Study.,4,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Evaluation of a Cosmetic Formulation Containing Arginine Glutamate in Patients with Burn Scars: A Pilot Study.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,citral,시트랄,Citral,5510,PMID:18353514,18353514,10.1016/j.yrtph.2008.01.006,Citral: identifying a threshold for induction of dermal sensitization.,8,title_exact,reference_only,safety_signal_review,,,unclear,Citral: identifying a threshold for induction of dermal sensitization.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,citral,시트랄,Citral,5510,PMID:31566752,31566752,10.1111/cod.13404,"Contact allergy to citral and its constituents geranial and neral, coupled with reactions to the prehapten and prohapten geraniol.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Contact allergy to citral and its constituents geranial and neral, coupled with reactions to the prehapten and prohapten geraniol.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,chlorphenesin,클로페네신,Chlorphenesin,5149,PMID:24861369,24861369,10.1177/1091581814526893,Safety Assessment of Chlorphenesin as Used in Cosmetics.,6,title_exact,mechanistic,safety_signal_review,,,unclear,Safety Assessment of Chlorphenesin as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,chlorphenesin,클로페네신,Chlorphenesin,5149,PMID:35916838,35916838,10.1111/cod.14196,Re-emergence of allergic contact dermatitis from chlorphenesin.,8,title_exact,reference_only,safety_signal_review,,,unclear,Re-emergence of allergic contact dermatitis from chlorphenesin.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cetyl_alcohol,세틸알코올,Cetyl Alcohol,5107,PMID:9034687,9034687,10.1111/j.1600-0536.1997.tb00921.x,A case of contact dermatitis due to impurities of cetyl alcohol.,8,title_exact,reference_only,safety_signal_review,,,unclear,A case of contact dermatitis due to impurities of cetyl alcohol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cetyl_alcohol,세틸알코올,Cetyl Alcohol,5107,PMID:15059111,15059111,10.1111/j.0105-1873.2004.00271j.x,"Contact dermatitis due to lanoconazole, cetyl alcohol and diethyl sebacate in lanoconazole cream.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Contact dermatitis due to lanoconazole, cetyl alcohol and diethyl sebacate in lanoconazole cream.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cetyl_alcohol,세틸알코올,Cetyl Alcohol,5107,PMID:21291645,21291645,,Allergic contact dermatitis from cetyl alcohol.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from cetyl alcohol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:5580289,5580289,,Intensified contact sensitization to benzyl salicylate. Phototoxic effects of topical psoralen therapy.,8,title_exact,reference_only,safety_signal_review,,,unclear,Intensified contact sensitization to benzyl salicylate. Phototoxic effects of topical psoralen therapy.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:23529141,23529141,10.2340/00015555-1542,Pigmented contact dermatitis secondary to benzyl salicylate.,8,title_exact,reference_only,safety_signal_review,,,unclear,Pigmented contact dermatitis secondary to benzyl salicylate.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:29943414,29943414,10.1111/cod.13038,Allergic contact dermatitis caused by benzyl salicylate in hair products.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by benzyl salicylate in hair products.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:30211732,30211732,10.1097/dad.0000000000001258,Pigmented Facial Contact Dermatitis to Benzyl Salicylate: A Comparative Histopathological and Immunohistochemical Study of the Involved Skin and the Positive Patch Test Site.,8,title_exact,reference_only,safety_signal_review,,,unclear,Pigmented Facial Contact Dermatitis to Benzyl Salicylate: A Comparative Histopathological and Immunohistochemical Study of the Involved Skin and the Positive Patch Test Site.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:31081128,31081128,10.1111/cod.13308,Allergic contact dermatitis caused by ethylhexyl salicylate with possible cross-reactivity with benzyl salicylate.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by ethylhexyl salicylate with possible cross-reactivity with benzyl salicylate.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_salicylate,벤질살리실레이트,Benzyl Salicylate,5017,PMID:33351203,33351203,10.1111/cod.13763,Sensitization to benzyl salicylate and other allergens in patients with frontal fibrosing alopecia.,8,title_exact,reference_only,safety_signal_review,,,unclear,Sensitization to benzyl salicylate and other allergens in patients with frontal fibrosing alopecia.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,synthetic_fluorphlogopite,합성플루오르플로고파이트,Synthetic Fluorphlogopite,4598,PMID:26684795,26684795,10.1177/1091581815613513,Safety Assessment of Synthetic Fluorphlogopite as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Synthetic Fluorphlogopite as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,tin_oxide,틴옥사이드,Tin Oxide,4311,PMID:2960483,2960483,10.1111/j.1600-0536.1987.tb02689.x,Irritant dermatitis from tri-butyl tin oxide and contact allergy from chlorocresol.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Irritant dermatitis from tri-butyl tin oxide and contact allergy from chlorocresol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,tin_oxide,틴옥사이드,Tin Oxide,4311,PMID:3158472,3158472,10.1111/j.1600-0536.1985.tb01086.x,Irritant dermatitis from tri-N-butyl tin oxide in paint.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Irritant dermatitis from tri-N-butyl tin oxide in paint.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cetyl_peg_ppg_10_1_dimethicone,세틸피이지/피피지-10/1다이메티콘,Cetyl PEG/PPG-10/1 Dimethicone,4225,PMID:29430705,29430705,10.1111/cod.12922,Allergic contact dermatitis resulting from cetyl PEG/PPG-10/1 dimethicone in a deodorant cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis resulting from cetyl PEG/PPG-10/1 dimethicone in a deodorant cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,betaine,베타인,Betaine,4117,PMID:11753899,11753899,10.1053/ajcd.2001.29549,Cocamidopropyl betaine allergy.,8,title_exact,reference_only,safety_signal_review,,,unclear,Cocamidopropyl betaine allergy.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,betaine,베타인,Betaine,4117,PMID:18627690,18627690,,Cocamidopropyl betaine.,8,title_exact,reference_only,safety_signal_review,,,unclear,Cocamidopropyl betaine.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,betaine,베타인,Betaine,4117,PMID:38911545,38911545,10.1007/s43188-024-00243-2,"Safety assessment of cocamidopropyl betaine, a cosmetic ingredient.",6,title_exact,mechanistic,safety_signal_review,,,unclear,"Safety assessment of cocamidopropyl betaine, a cosmetic ingredient.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,tromethamine,트로메타민,Tromethamine,4055,PMID:29761730,29761730,10.1177/1091581817738242,"Safety Assessment of Tromethamine, Aminomethyl Propanediol, and Aminoethyl Propanediol as Used in Cosmetics.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Safety Assessment of Tromethamine, Aminomethyl Propanediol, and Aminoethyl Propanediol as Used in Cosmetics.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,salicylic_acid_bha,살리실산/BHA,Salicylic Acid / BHA,3956,PMID:24472429,24472429,10.1016/j.jaad.2013.12.005,A review of toxicity from topical salicylic acid preparations.,8,title_exact,reference_only,safety_signal_review,,,unclear,A review of toxicity from topical salicylic acid preparations.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,salicylic_acid_bha,살리실산/BHA,Salicylic Acid / BHA,3956,PMID:26347269,26347269,10.2147/ccid.s84765,Salicylic acid as a peeling agent: a comprehensive review.,8,title_exact,reference_only,safety_signal_review,,,unclear,Salicylic acid as a peeling agent: a comprehensive review.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,salicylic_acid_bha,살리실산/BHA,Salicylic Acid / BHA,3956,PMID:38465458,38465458,10.1177/10915818241237794,Safety Assessment of Capryloyl Salicylic Acid as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Capryloyl Salicylic Acid as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,salicylic_acid_bha,살리실산/BHA,Salicylic Acid / BHA,3956,PMID:39968706,39968706,10.1111/jocd.70046,30% Supramolecular Salicylic Acid Improved Symptoms and Skin Barrier in Papulopustular Rosacea.,8,title_exact,reference_only,safety_signal_review,,,unclear,30% Supramolecular Salicylic Acid Improved Symptoms and Skin Barrier in Papulopustular Rosacea.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxycitronellal,하이드록시시트로넬알,Hydroxycitronellal,3950,PMID:3264801,3264801,10.1016/0278-6915(88)90090-7,Allergic contact sensitization potential of hydroxycitronellal in humans.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact sensitization potential of hydroxycitronellal in humans.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxycitronellal,하이드록시시트로넬알,Hydroxycitronellal,3950,PMID:20795681,20795681,10.1021/tx100043b,"Effect of a microemulsion system on hapten-peptide reactivity studies: examples of hydroxycitronellal and citral, fragrance skin sensitizers, with glutathione.",7,title_exact,mechanistic,safety_signal_review,,,unclear,"Effect of a microemulsion system on hapten-peptide reactivity studies: examples of hydroxycitronellal and citral, fragrance skin sensitizers, with glutathione.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxycitronellal,하이드록시시트로넬알,Hydroxycitronellal,3950,PMID:31812735,31812735,10.1016/j.fct.2019.111024,"RIFM fragrance ingredient safety assessment, hydroxycitronellal dimethyl acetal, CAS Registry Number 141-92-4.",8,title_exact,reference_only,safety_signal_review,,,unclear,"RIFM fragrance ingredient safety assessment, hydroxycitronellal dimethyl acetal, CAS Registry Number 141-92-4.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydroxycitronellal,하이드록시시트로넬알,Hydroxycitronellal,3950,PMID:40350025,40350025,10.1016/j.fct.2025.115529,"Update to RIFM fragrance ingredient safety assessment, hydroxycitronellal dimethyl acetal, CAS Registry number 141-92-4.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Update to RIFM fragrance ingredient safety assessment, hydroxycitronellal dimethyl acetal, CAS Registry number 141-92-4.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,magnesium_sulfate,마그네슘설페이트,Magnesium Sulfate,3837,PMID:29761729,29761729,10.1177/1091581818773355,Safety Assessment of Magnesium Sulfate as Used in Cosmetics.,6,title_exact,mechanistic,safety_signal_review,,,unclear,Safety Assessment of Magnesium Sulfate as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,coumarin,쿠마린,Coumarin,3628,PMID:10418958,10418958,10.1016/s0278-6915(99)00010-1,"Coumarin metabolism, toxicity and carcinogenicity: relevance for human risk assessment.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Coumarin metabolism, toxicity and carcinogenicity: relevance for human risk assessment.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,octyldodecanol,옥틸도데칸올,Octyldodecanol,3622,PMID:40545374,40545374,10.1111/cod.14828,Allergic Contact Dermatitis to Octyldodecanol in a Men's Anti-Aging Cream: A Case Report.,4,title_exact,human_topical,risk_penalty_candidate,,,negative,Allergic Contact Dermatitis to Octyldodecanol in a Men's Anti-Aging Cream: A Case Report.,risk_only_after_full_text_approval,candidate_unverified,none
representative_180,octyldodecanol,옥틸도데칸올,Octyldodecanol,3622,PMID:9165214,9165214,10.1111/j.1600-0536.1997.tb00281.x,Contact dermatitis due to octyldodecanol in clotrimazole cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Contact dermatitis due to octyldodecanol in clotrimazole cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,octyldodecanol,옥틸도데칸올,Octyldodecanol,3622,PMID:12653724,12653724,10.1046/j.1365-2230.2003.01232_6.x,Genital swelling caused by octyldodecanol contact dermatitis.,8,title_exact,reference_only,safety_signal_review,,,unclear,Genital swelling caused by octyldodecanol contact dermatitis.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,octyldodecanol,옥틸도데칸올,Octyldodecanol,3622,PMID:40545374,40545374,10.1111/cod.14828,Allergic Contact Dermatitis to Octyldodecanol in a Men's Anti-Aging Cream: A Case Report.,4,title_exact,human_topical,safety_signal_review,,,unclear,Allergic Contact Dermatitis to Octyldodecanol in a Men's Anti-Aging Cream: A Case Report.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,titanium_dioxide,티타늄디옥사이드,Titanium Dioxide,3526,PMID:38133390,38133390,10.3390/toxics11120989,Titanium Dioxide (TiO2) Nanoparticle Toxicity in a Caenorhabditis elegans Model.,8,title_exact,reference_only,safety_signal_review,,,unclear,Titanium Dioxide (TiO2) Nanoparticle Toxicity in a Caenorhabditis elegans Model.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_benzoate,벤질벤조에이트,Benzyl Benzoate,3475,PMID:17439567,17439567,10.1111/j.1471-0528.2007.01290.x,Safety of benzyl benzoate lotion and permethrin in pregnancy: a retrospective matched cohort study.,3,title_exact,human_topical,safety_signal_review,,,unclear,Safety of benzyl benzoate lotion and permethrin in pregnancy: a retrospective matched cohort study.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzyl_benzoate,벤질벤조에이트,Benzyl Benzoate,3475,PMID:36097258,36097258,10.1111/jdv.18573,Comparison of topical benzyl benzoate vs. oral ivermectin in treating scabies: A randomized study.,2,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Comparison of topical benzyl benzoate vs. oral ivermectin in treating scabies: A randomized study.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,peptides,펩타이드,Peptides,3343,PMID:34382523,34382523,10.2174/1389203722666210812121129,Signal Peptides - Promising Ingredients in Cosmetics.,8,title_exact,reference_only,new_effect_axis_candidate,,wound_healing,positive,"Till now, peptides of different origins were investigated in formulation developed to enhance collagen or elastin production, increase fibroblast proliferation, improve wound healing or skin condition.",no_score_until_effect_axis_is_approved,candidate_unverified,none
representative_180,sodium_dehydroacetate,소듐데하이드로아세테이트,Sodium Dehydroacetate,3209,PMID:22077436,22077436,10.1111/j.1600-0536.2011.01958.x,"Allergic contact dermatitis caused by sodium dehydroacetate, not hyaluronic acid, in Ialuset® cream.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Allergic contact dermatitis caused by sodium dehydroacetate, not hyaluronic acid, in Ialuset® cream.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sodium_dehydroacetate,소듐데하이드로아세테이트,Sodium Dehydroacetate,3209,PMID:27133632,27133632,10.1111/cod.12575,Allergic contact dermatitis caused by resorcinol and sodium dehydroacetate in a patient with leg ulcers.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by resorcinol and sodium dehydroacetate in a patient with leg ulcers.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sodium_dehydroacetate,소듐데하이드로아세테이트,Sodium Dehydroacetate,3209,PMID:38913451,38913451,10.1177/10915818241260276,Sodium Dehydroacetate and Dehydroacetic Acid.,8,title_exact,reference_only,safety_signal_review,,,unclear,Sodium Dehydroacetate and Dehydroacetic Acid.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cyclopentasiloxane,사이클로펜타실록세인,Cyclopentasiloxane,3191,PMID:27845160,27845160,10.1016/j.yrtph.2016.11.016,"Opinion of the Scientific Committee on Consumer Safety (SCCS) - Final version of the opinion on decamethylcyclopentasiloxane (cyclopentasiloxane, D5) in cosmetic products.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Opinion of the Scientific Committee on Consumer Safety (SCCS) - Final version of the opinion on decamethylcyclopentasiloxane (cyclopentasiloxane, D5) in cosmetic products.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,benzoic_acid,벤조익애씨드,Benzoic Acid,3052,PMID:29243541,29243541,10.1177/1091581817728996,"Safety Assessment of Benzyl Alcohol, Benzoic Acid and its Salts, and Benzyl Benzoate.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Safety Assessment of Benzyl Alcohol, Benzoic Acid and its Salts, and Benzyl Benzoate.",safety_context_only_until_full_text_review,candidate_unverified,none
